,gsId,name,type,gradeRange,enrollment,parentRating,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,gsRating,districtId,district,districtNCESId,Zip Code
10,164,Annunciation Catholic School,private,PK-8,140.0,4.0,Washington,DC,"3825 Klingle Pl, 
Washington, DC  20016",(202) 362-1408,,http://www.annunciationschool.net,00252626,38.929733,-77.0753,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/164-Annunciation-Catholic-School/?utm_source=GSAPI&utm_medium=referral,,,,,20016
11,847,BASIS DC,charter,5-12,648.0,4.0,Washington,DC,"410 8th Street NW, 
Washington, DC  20004",(202) 804-6390,(202) 393-5438,http://www.basisdc.org,110008300443,38.89523,-77.02331,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/847-BASIS-DC-/?utm_source=GSAPI&utm_medium=referral,8.0,124.0,Basis Dc Pcs,1100083.0,20004
12,95,Bancroft Elementary School,public,PK-5,473.0,4.0,Washington,DC,"4300 13th Street Northwest, 
Washington, DC  20011",(202) 673-7280,(202) 671-5033,http://www.dcps.dc.gov,110003000120,38.94358,-77.030266,https://www.greatschools.org/washington-dc/washington/95-Bancroft-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/95-Bancroft-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/95-Bancroft-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/95-Bancroft-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,1.0,District Of Columbia Public Schools,1100030.0,20011
13,94,Barnard Elementary School,public,PK-5,569.0,4.0,Washington,DC,"430 Decatur Street Northwest, 
Washington, DC  20011",(202) 576-1100,(202) 541-6010,http://www.dcps.dc.gov,110003000119,38.947956,-77.01785,https://www.greatschools.org/washington-dc/washington/94-Barnard-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/94-Barnard-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/94-Barnard-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/94-Barnard-Elementary-School/?utm_source=GSAPI&utm_medium=referral,7.0,1.0,District Of Columbia Public Schools,1100030.0,20011
14,185,Beauvoir - The National Cathedral Elementary School,private,PK-3,390.0,5.0,Washington,DC,"3500 Woodley Rd NW, 
Washington, DC  20016",(202) 537-6485,,http://www.beauvoirschool.org,00253186,38.9316,-77.0686,https://www.greatschools.org/washington-dc/washington/185-Beauvoir---The-National-Cathedral-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/185-Beauvoir---The-National-Cathedral-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/185-Beauvoir---The-National-Cathedral-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/185-Beauvoir---The-National-Cathedral-Elementary-School/?utm_source=GSAPI&utm_medium=referral,,,,,20016
15,93,Beers Elementary School,public,PK-5,384.0,5.0,Washington,DC,"3600 Alabama Avenue Southeast, 
Washington, DC  20020",(202) 939-4800,(202) 645-3225,http://www.dcps.dc.gov,110003000118,38.864643,-76.95553,https://www.greatschools.org/washington-dc/washington/93-Beers-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/93-Beers-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/93-Beers-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/93-Beers-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,1.0,District Of Columbia Public Schools,1100030.0,20020
16,904,Bishop John T Walker School For Boys,private,PK-2,54.0,,Washington,DC,"3640 Martin Luther King Junior Avenue Southeast, 
Washington, DC  20032",(202) 678-1515,,http://www.bishopwalkerschool.org/,A0900738,38.838295,-77.00541,https://www.greatschools.org/washington-dc/washington/904-Bishop-John-T-Walker-School-For-Boys/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/904-Bishop-John-T-Walker-School-For-Boys/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/904-Bishop-John-T-Walker-School-For-Boys/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/904-Bishop-John-T-Walker-School-For-Boys/?utm_source=GSAPI&utm_medium=referral,,,,,20032
17,834,Bishop John T. Walker School For Bo,private,PK-4,80.0,5.0,Washington,DC,"3640 Martin Luther King Jr Ave Ave Se, 
Washington, DC  20032",(202) 678-1515,(202) 591-6031,www.bishopwalkerschool.org/,,38.838295,-77.00541,https://www.greatschools.org/washington-dc/washington/834-Bishop-John-T.-Walker-School-For-Bo/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/834-Bishop-John-T.-Walker-School-For-Bo/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/834-Bishop-John-T.-Walker-School-For-Bo/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/834-Bishop-John-T.-Walker-School-For-Bo/?utm_source=GSAPI&utm_medium=referral,,,,,20032
18,181,Blessed Sacrament Elementary School,private,K-8,535.0,4.0,Washington,DC,"5841 Chevy Chase Pkwy NW, 
Washington, DC  20015",(202) 966-6682,(202) 966-4938,www.bsstoday.org,00253029,38.967937,-77.075226,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/181-Blessed-Sacrament-Elementary-School/?utm_source=GSAPI&utm_medium=referral,,,,,20015
19,89,Brent Elementary School,public,PK-5,358.0,4.0,Washington,DC,"301 North Carolina Avenue Southeast, 
Washington, DC  20003",(202) 698-3363,(202) 698-3369,http://www.dcps.dc.gov,110003000113,38.88479,-77.0013,https://www.greatschools.org/washington-dc/washington/89-Brent-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/89-Brent-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/89-Brent-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/89-Brent-Elementary-School/?utm_source=GSAPI&utm_medium=referral,8.0,1.0,District Of Columbia Public Schools,1100030.0,20003
20,209,Bridges Early Childhood Academy,private,PK-8,180.0,4.0,Washington,DC,"6123 Georgia Avenue Northwest, 
Washington, DC  20011",(202) 829-1901,(202) 829-2429,www.bridgespcs.org,02016154,38.96445,-77.02734,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/209-Bridges-Early-Childhood-Academy/?utm_source=GSAPI&utm_medium=referral,,,,,20011
21,380,Bridges PCS,charter,PK-4,328.0,5.0,Washington,DC,"100 Gallatin St. NE, 
Washington, DC  20011",(202) 545-0515,(202) 545-0517,www.bridgespcs.org,110005500305,38.940487,-77.028625,https://www.greatschools.org/washington-dc/washington/380-Bridges-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/380-Bridges-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/380-Bridges-PCS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/380-Bridges-PCS/?utm_source=GSAPI&utm_medium=referral,6.0,54.0,Bridges Pcs,1100055.0,20011
22,88,Brightwood Education Campus,public,PK-8,573.0,2.0,Washington,DC,"1300 Nicholson Street Northwest, 
Washington, DC  20011",(202) 722-5670,(202) 576-6168,http://www.dcps.dc.gov,110003000112,38.960712,-77.03016,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/88-Brightwood-Education-Campus/?utm_source=GSAPI&utm_medium=referral,6.0,1.0,District Of Columbia Public Schools,1100030.0,20011
23,373,British International School of Washington,private,PK-12,501.0,3.0,Washington,DC,"2001 Wisconsin Avenue NW, 
Washington, DC  20007",(202) 829-3700,(202) 829-6522,http://www.nordangliaeducation.com/our-schools/washington,A0500912,38.91671,-77.0681,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/373-British-International-School-Of-Washington/?utm_source=GSAPI&utm_medium=referral,,,,,20007
24,87,Brookland Education Campus @ Bunker Hill,public,PK-5,274.0,3.0,Washington,DC,"1401 Michigan Avenue Northeast, 
Washington, DC  20017",(202) 576-6095,(202) 576-4632,http://www.dcps.dc.gov,110003000111,38.942093,-76.984375,https://www.greatschools.org/washington-dc/washington/87-Brookland-Education-Campus-@-Bunker-Hill/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/87-Brookland-Education-Campus-@-Bunker-Hill/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/87-Brookland-Education-Campus-@-Bunker-Hill/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/87-Brookland-Education-Campus-@-Bunker-Hill/?utm_source=GSAPI&utm_medium=referral,,1.0,District Of Columbia Public Schools,1100030.0,20017
25,333,Browne Education Campus,public,PK-8,364.0,5.0,Washington,DC,"850 26th Street Northeast, 
Washington, DC  20002",(202) 671-6210,(202) 724-1530,http://www.dcps.dc.gov,110003000152,38.903183,-76.97088,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/333-Browne-Education-Campus/?utm_source=GSAPI&utm_medium=referral,5.0,1.0,District Of Columbia Public Schools,1100030.0,20002
26,86,Bruce-Monroe Elementary School @ Park View,public,PK-5,442.0,5.0,Washington,DC,"3560 Warder Street Northwest, 
Washington, DC  20010",(202) 576-6222,(202) 576-6225,http://www.dcps.dc.gov,110003000110,38.93436,-77.02141,https://www.greatschools.org/washington-dc/washington/86-Bruce-Monroe-Elementary-School-@-Park-View/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/86-Bruce-Monroe-Elementary-School-@-Park-View/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/86-Bruce-Monroe-Elementary-School-@-Park-View/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/86-Bruce-Monroe-Elementary-School-@-Park-View/?utm_source=GSAPI&utm_medium=referral,6.0,1.0,District Of Columbia Public Schools,1100030.0,20010
27,882,Building for the Future/Seeds of Tomorrow,private,n/a,,,Washington,DC,"2041 Martin Luther King Jr. Ave, 
Washington, DC  20020",(202) 747-7530,(717) 394-0885,http://empoweringcenter.org/newempoweringcenter,,38.86591,-76.98979,https://www.greatschools.org/washington-dc/washington/882-Building-For-The-Future-Seeds-Of-Tomorrow/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/882-Building-For-The-Future-Seeds-Of-Tomorrow/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/882-Building-For-The-Future-Seeds-Of-Tomorrow/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/882-Building-For-The-Future-Seeds-Of-Tomorrow/?utm_source=GSAPI&utm_medium=referral,,,,,20020
28,84,Burroughs Education Campus,public,PK-5,283.0,4.0,Washington,DC,"1820 Monroe Street Northeast, 
Washington, DC  20018",(202) 576-6150,(202) 576-6819,http://www.dcps.dc.gov,110003000107,38.933445,-76.97915,https://www.greatschools.org/washington-dc/washington/84-Burroughs-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/84-Burroughs-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/84-Burroughs-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/84-Burroughs-Education-Campus/?utm_source=GSAPI&utm_medium=referral,3.0,1.0,District Of Columbia Public Schools,1100030.0,20018
29,83,Burrville Elementary School,public,PK-5,357.0,5.0,Washington,DC,"801 Division Avenue Northeast, 
Washington, DC  20019",(202) 671-6020,(202) 724-5578,http://www.dcps.dc.gov,110003000106,38.900536,-76.92416,https://www.greatschools.org/washington-dc/washington/83-Burrville-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/83-Burrville-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/83-Burrville-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/83-Burrville-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,1.0,District Of Columbia Public Schools,1100030.0,20019
30,145,C.W. Harris Elementary School,public,PK-5,265.0,,Washington,DC,"301 53rd Street Southeast, 
Washington, DC  20019",(202) 645-3188,(202) 645-3190,http://www.dcps.dc.gov,110003000185,38.883602,-76.92591,https://www.greatschools.org/washington-dc/washington/145-C.W.-Harris-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/145-C.W.-Harris-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/145-C.W.-Harris-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/145-C.W.-Harris-Elementary-School/?utm_source=GSAPI&utm_medium=referral,2.0,1.0,District Of Columbia Public Schools,1100030.0,20019
31,239,Calvary Christian Academy,private,PK-8,202.0,4.0,Washington,DC,"806 Rhode Island Ave NE, 
Washington, DC  20018",(202) 526-5176,(202) 526-2672,http://www.calvarychristianacad.org,K9301156,38.92223,-76.99422,https://www.greatschools.org/washington-dc/washington/239-Calvary-Christian-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/239-Calvary-Christian-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/239-Calvary-Christian-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/239-Calvary-Christian-Academy/?utm_source=GSAPI&utm_medium=referral,,,,,20018
32,282,Capital City PCS - Lower School,charter,PK-4,325.0,4.0,Washington,DC,"100 Peabody Street Northwest, 
Washington, DC  20011",(202) 808-9800,(202) 733-1812,http://www.ccpcs.org,110003500253,38.962334,-77.01261,https://www.greatschools.org/washington-dc/washington/282-Capital-City-PCS---Lower-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/282-Capital-City-PCS---Lower-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/282-Capital-City-PCS---Lower-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/282-Capital-City-PCS---Lower-School/?utm_source=GSAPI&utm_medium=referral,6.0,74.0,Capital City Pcs,1100035.0,20011
33,190,Capitol Hill Day School,private,PK-8,225.0,5.0,Washington,DC,"210 South Carolina Ave SE, 
Washington, DC  20003",(202) 547-2244,(202) 543-4597,http://www.chds.org,00253415,38.88226,-77.00312,https://www.greatschools.org/washington-dc/washington/190-Capitol-Hill-Day-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/190-Capitol-Hill-Day-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/190-Capitol-Hill-Day-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/190-Capitol-Hill-Day-School/?utm_source=GSAPI&utm_medium=referral,,,,,20003
34,840,Capitol Hill Montessori @ Logan,public,PK-8,224.0,4.0,Washington,DC,"215 G Street Northeast, 
Washington, DC  20002",(202) 698-4467,(202) 698-4533,http://www.dcps.dc.gov,110003000446,38.898502,-77.00257,https://www.greatschools.org/washington-dc/washington/840-Capitol-Hill-Montessori-@-Logan/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/840-Capitol-Hill-Montessori-@-Logan/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/840-Capitol-Hill-Montessori-@-Logan/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/840-Capitol-Hill-Montessori-@-Logan/?utm_source=GSAPI&utm_medium=referral,8.0,1.0,District Of Columbia Public Schools,1100030.0,20002
35,883,Career Training Program,private,n/a,,,Washington,DC,"700 Monroes St, NE, 
Washington, DC  20017",(202) 526-1400,(202) 526-1405,,,38.932556,-76.995804,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral,,,,,20017
36,323,Carlos Rosario International PCS,charter,n/a,1750.0,5.0,Washington,DC,"1100 Harvard Street, NW, 
Washington, DC  20009",(202) 797-4700,(202) 232-6442,,110000400218,38.926716,-77.02705,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral,,42.0,Carlos Rosario International Pcs,1100004.0,20009
