,gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,Zip Code
12,115,Francis Scott Key Elementary School,public,PK-5,714.0,5.0,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"2300 Key Boulevard, 
Arlington, VA  22201",(703) 228-4210,,http://www.apsva.us/key/site/default.asp,510027000090,38.892307,-77.086754,https://www.greatschools.org/virginia/arlington/115-Francis-Scott-Key-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/115-Francis-Scott-Key-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/115-Francis-Scott-Key-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/115-Francis-Scott-Key-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22201
13,5223,Full Circle Montessori School,private,PK-3,100.0,,5.0,Arlington,VA,,,,"870 S Greenbrier Street #102 Arlington, VA 22204 , 
Arlington, VA  22201",(703) 243-8282,,http://www.fullcirclemontessori.com/,,38.883415,-77.11482,https://www.greatschools.org/virginia/arlington/5223-Full-Circle-Montessori-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/5223-Full-Circle-Montessori-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/5223-Full-Circle-Montessori-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/5223-Full-Circle-Montessori-School/?utm_source=GSAPI&utm_medium=referral,22201
14,116,Glebe Elementary School,public,PK-5,584.0,6.0,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"1770 North Glebe Road, 
Arlington, VA  22207",(703) 228-6280,(703) 527-2040,http://www.apsva.us/glebe/site/default.asp,510027000092,38.892635,-77.12128,https://www.greatschools.org/virginia/arlington/116-Glebe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/116-Glebe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/116-Glebe-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/116-Glebe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22207
15,5247,Governor's Academy for Career and Technical Education In Arlington,public,n/a,,,,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"816 South Walter Reed Drive, 
Arlington, VA  22204",(703) 323-2263,,,510027003003,38.864452,-77.08828,https://www.greatschools.org/virginia/arlington/5247-Governor's-Academy-For-Career-And-Technical-Education-In-Arlington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/5247-Governor's-Academy-For-Career-And-Technical-Education-In-Arlington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/5247-Governor's-Academy-For-Career-And-Technical-Education-In-Arlington/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/5247-Governor's-Academy-For-Career-And-Technical-Education-In-Arlington/?utm_source=GSAPI&utm_medium=referral,22204
16,3304,Hb Woodlawn Secondary Prgm.,public,n/a,,,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"4100 Vacation Lane, 
Arlington, VA  22207",(703) 228-6363,,http://www.apsva.us/woodlawn/site/default.asp,510027002659,38.90026,-77.11186,https://www.greatschools.org/virginia/arlington/3304-Hb-Woodlawn-Secondary-Prgm./?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/3304-Hb-Woodlawn-Secondary-Prgm./?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/3304-Hb-Woodlawn-Secondary-Prgm./?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/3304-Hb-Woodlawn-Secondary-Prgm./?utm_source=GSAPI&utm_medium=referral,22207
17,118,Henry Elementary School,public,PK-5,556.0,6.0,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"701 South Highland Street, 
Arlington, VA  22204",(703) 228-5820,,http://www.apsva.us/henry/site/default.asp,510027000094,38.86618,-77.08936,https://www.greatschools.org/virginia/arlington/118-Henry-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/118-Henry-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/118-Henry-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/118-Henry-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22204
18,2474,Hoffman-Boston Elementary School,public,PK-5,507.0,6.0,4.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"1415 South Queen Street, 
Arlington, VA  22204",(703) 228-5845,,http://www.apsva.us/hoffmanboston/site/default.asp,510027001900,38.86177,-77.070946,https://www.greatschools.org/virginia/arlington/2474-Hoffman-Boston-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/2474-Hoffman-Boston-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/2474-Hoffman-Boston-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/2474-Hoffman-Boston-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22204
19,120,Jamestown Elementary School,public,PK-5,566.0,9.0,4.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"3700 North Delaware Street, 
Arlington, VA  22207",(703) 228-5275,,http://www.apsva.us/jamestown/site/default.asp,510027000097,38.91711,-77.13971,https://www.greatschools.org/virginia/arlington/120-Jamestown-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/120-Jamestown-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/120-Jamestown-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/120-Jamestown-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22207
20,4960,Langston High School Continuation Program,public,n/a,,,3.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"2121 North Culpeper Street, 
Arlington, VA  22207",(703) 228-5295,,http://www.apsva.us/hsc/site/default.asp,510027002944,38.89597,-77.12667,https://www.greatschools.org/virginia/arlington/4960-Langston-High-School-Continuation-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/4960-Langston-High-School-Continuation-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/4960-Langston-High-School-Continuation-Program/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/4960-Langston-High-School-Continuation-Program/?utm_source=GSAPI&utm_medium=referral,22207
21,123,Long Branch Elementary School,public,PK-5,602.0,6.0,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"33 North Fillmore Street, 
Arlington, VA  22201",(703) 228-4220,,http://www.apsva.us/longbranch/site/default.asp,510027000100,38.875065,-77.08909,https://www.greatschools.org/virginia/arlington/123-Long-Branch-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/123-Long-Branch-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/123-Long-Branch-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/123-Long-Branch-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22201
22,124,McKinley Elementary School,public,PK-5,604.0,10.0,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"1030 North McKinley Road, 
Arlington, VA  22205",(703) 228-5280,,http://www.apsva.us/mckinley/site/default.asp,510027000101,38.878605,-77.14661,https://www.greatschools.org/virginia/arlington/124-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/124-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/124-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/124-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22205
23,5427,New Directions Alternative High School Program,public,n/a,,,,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"2847 Wilson Boulevard, 
Arlington, VA  22201",(703) 228-2117,,http://apsva.us/Domain/2767,510027002860,38.889095,-77.09283,https://www.greatschools.org/virginia/arlington/5427-New-Directions-Alternative-High-School-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/5427-New-Directions-Alternative-High-School-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/5427-New-Directions-Alternative-High-School-Program/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/5427-New-Directions-Alternative-High-School-Program/?utm_source=GSAPI&utm_medium=referral,22201
24,125,Nottingham Elementary School,public,K-5,442.0,8.0,4.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"5900 Little Falls Road, 
Arlington, VA  22207",(703) 228-5290,,http://www.apsva.us/nottingham/site/default.asp,510027000102,38.900463,-77.15112,https://www.greatschools.org/virginia/arlington/125-Nottingham-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/125-Nottingham-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/125-Nottingham-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/125-Nottingham-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22207
25,126,Oakridge Elementary School,public,PK-5,773.0,5.0,4.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"1414 24th Street South, 
Arlington, VA  22202",(703) 228-5840,,http://www.apsva.us/oakridge/site/default.asp,510027000103,38.84993,-77.06991,https://www.greatschools.org/virginia/arlington/126-Oakridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/126-Oakridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/126-Oakridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/126-Oakridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22202
26,2009,Our Savior Lutheran School,private,PK-8,130.0,,5.0,Arlington,VA,,,,"825 S Taylor St, 
Arlington, VA  22204",(703) 892-4846,(703) 892-4847,http://www.osva.org,01433408,38.860477,-77.10423,https://www.greatschools.org/virginia/arlington/2009-Our-Savior-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/2009-Our-Savior-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/2009-Our-Savior-Lutheran-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/2009-Our-Savior-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,22204
27,109,Randolph Elementary School,public,PK-5,465.0,3.0,4.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"1306 South Quincy Street, 
Arlington, VA  22204",(703) 228-5830,,http://www.apsva.us/randolph/site/default.asp,510027000013,38.856655,-77.09827,https://www.greatschools.org/virginia/arlington/109-Randolph-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/109-Randolph-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/109-Randolph-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/109-Randolph-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22204
28,2241,Rivendell School,private,K-8,146.0,,5.0,Arlington,VA,,,,"5700 Lee Highway, 
Arlington, VA  22207",(703) 532-1200,,http://rivendellschool.net/,A9106697,38.894855,-77.142265,https://www.greatschools.org/virginia/arlington/2241-Rivendell-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/2241-Rivendell-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/2241-Rivendell-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/2241-Rivendell-School/?utm_source=GSAPI&utm_medium=referral,22207
29,1957,Saint Ann Catholic School,private,PK-8,195.0,,5.0,Arlington,VA,,,,"980 North Frederick Street, 
Arlington, VA  22205",(703) 525-7599,,www.stann.org,01432244,38.880764,-77.12646,https://www.greatschools.org/virginia/arlington/1957-Saint-Ann-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/1957-Saint-Ann-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/1957-Saint-Ann-Catholic-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/1957-Saint-Ann-Catholic-School/?utm_source=GSAPI&utm_medium=referral,22205
30,1958,St Agnes School,private,PK-8,408.0,,4.0,Arlington,VA,,,,"2024 North Randolph Street, 
Arlington, VA  22207",(703) 527-5423,,http://www.saintagnes.org/pages/school.html,01432255,38.895527,-77.11037,https://www.greatschools.org/virginia/arlington/1958-St-Agnes-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/1958-St-Agnes-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/1958-St-Agnes-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/1958-St-Agnes-School/?utm_source=GSAPI&utm_medium=referral,22207
31,1956,St. Thomas More Cathedral School,private,PK-8,400.0,,4.0,Arlington,VA,,,,"105 North Thomas Street, Arlington VA 22203, 
Arlington, VA  22203",(703) 528-6781,,http://www.stmschool.org/,01432233,38.87106,-77.10464,https://www.greatschools.org/virginia/arlington/1956-St.-Thomas-More-Cathedral-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/1956-St.-Thomas-More-Cathedral-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/1956-St.-Thomas-More-Cathedral-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/1956-St.-Thomas-More-Cathedral-School/?utm_source=GSAPI&utm_medium=referral,22203
32,3045,Stratford Program,public,n/a,,,1.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"1644 North McKinley Street, 
Arlington, VA  22207",(703) 228-6440,,http://www.apsva.us/stratford/site/default.asp,510027002331,38.886642,-77.1417,https://www.greatschools.org/virginia/arlington/3045-Stratford-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/3045-Stratford-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/3045-Stratford-Program/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/3045-Stratford-Program/?utm_source=GSAPI&utm_medium=referral,22207
33,129,Taylor Elementary School,public,PK-5,724.0,9.0,5.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"2600 North Stuart Street, 
Arlington, VA  22207",(703) 228-6275,,http://www.apsva.us/taylor/site/default.asp,510027000108,38.90715,-77.113464,https://www.greatschools.org/virginia/arlington/129-Taylor-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/129-Taylor-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/129-Taylor-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/129-Taylor-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22207
34,3044,Tech. Ed. & Career Center,public,n/a,,,,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"816 South Walter Reed Drive, 
Arlington, VA  22204",(703) 228-5800,,http://www.apsva.us/careercenter/site/default.asp,510027000109,38.864452,-77.08828,https://www.greatschools.org/virginia/arlington/3044-Tech.-Ed.-&-Career-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/3044-Tech.-Ed.-&-Career-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/3044-Tech.-Ed.-&-Career-Center/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/3044-Tech.-Ed.-&-Career-Center/?utm_source=GSAPI&utm_medium=referral,22204
35,131,Tuckahoe Elementary School,public,PK-5,535.0,9.0,4.0,Arlington,VA,35.0,Arlington County Public Schools,5100270.0,"6550 26th St N, 
Arlington, VA  22213",(703) 228-5288,,https://tuckahoe.apsva.us/,510027000110,38.89292,-77.15969,https://www.greatschools.org/virginia/arlington/131-Tuckahoe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/131-Tuckahoe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/arlington/131-Tuckahoe-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/arlington/131-Tuckahoe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,22213
