,Zip Code,year,Structure Type,Current Price
312,20007,202018,Detached,2012059.5974025973
313,20007,202018,Garage/Parking Space,45000.0
314,20007,202018,Other,671500.0
315,20007,202018,Townhouse,1402056.7765957448
316,20007,202018,Twin/Semi-Detached,1726585.36
317,20007,202019,Apartment,527214.8536585366
318,20007,202019,Detached,2400267.9183673467
319,20007,202019,Garage/Parking Space,20500.0
320,20007,202019,Other,432611.6666666667
321,20007,202019,Townhouse,1326641.0303030303
322,20007,202019,Twin/Semi-Detached,1586993.3333333333
323,20008,202009,Apartment,447615.85365853657
324,20008,202009,Detached,1644523.8095238095
325,20008,202009,Other,791237.5
326,20008,202009,Townhouse,1285428.5714285714
327,20008,202009,Twin/Semi-Detached,1135937.5
328,20008,202010,Apartment,494010.01630434784
329,20008,202010,Detached,1920706.9444444445
330,20008,202010,Townhouse,1239804.0
331,20008,202010,Twin/Semi-Detached,1083336.8421052631
332,20008,202011,Apartment,487253.80465116276
333,20008,202011,Detached,1761239.8734177216
334,20008,202011,Other,599416.6666666666
335,20008,202011,Townhouse,1397792.92
336,20008,202011,Twin/Semi-Detached,1169507.4074074074
337,20008,202012,Apartment,462133.5543071161
338,20008,202012,Detached,1857075.0975609757
339,20008,202012,Other,414123.8
340,20008,202012,Townhouse,1076998.5294117648
341,20008,202012,Twin/Semi-Detached,1186959.2592592593
342,20008,202013,Apartment,472989.07352941175
343,20008,202013,Detached,1933358.8068181819
344,20008,202013,Garage/Parking Space,25450.0
345,20008,202013,Other,334900.0
346,20008,202013,Townhouse,1574500.0
347,20008,202013,Twin/Semi-Detached,1327326.0869565217
348,20008,202014,Apartment,455216.7824427481
349,20008,202014,Detached,1734825.0847457626
350,20008,202014,Other,875000.0
351,20008,202014,Townhouse,1546412.0689655172
352,20008,202014,Twin/Semi-Detached,1234002.0
353,20008,202015,Apartment,501305.1307692308
354,20008,202015,Detached,2635806.6666666665
355,20008,202015,Garage/Parking Space,30000.0
356,20008,202015,Other,260000.0
357,20008,202015,Townhouse,1740791.6666666667
358,20008,202015,Twin/Semi-Detached,1208298.076923077
359,20008,202016,Apartment,484666.8454935622
360,20008,202016,Detached,2470743.835616438
361,20008,202016,Garage/Parking Space,210000.0
362,20008,202016,Other,389250.0
363,20008,202016,Townhouse,1484662.0689655172
364,20008,202016,Twin/Semi-Detached,1492358.0
365,20008,202017,Apartment,548911.0209205021
366,20008,202017,Detached,2472192.4675324676
367,20008,202017,Garage/Parking Space,205000.0
368,20008,202017,Other,1322500.0
369,20008,202017,Townhouse,1786500.0
370,20008,202017,Twin/Semi-Detached,1564684.2631578948
371,20008,202018,Apartment,562551.2704918033
372,20008,202018,Detached,2117615.5913978494
373,20008,202018,Other,821066.6666666666
374,20008,202018,Townhouse,1549816.2173913044
375,20008,202018,Twin/Semi-Detached,1334668.0740740742
376,20008,202019,Apartment,519753.670212766
377,20008,202019,Detached,2016687.1276595744
378,20008,202019,Garage/Parking Space,20000.0
379,20008,202019,Other,429000.0
380,20008,202019,Townhouse,1894037.857142857
381,20008,202019,Twin/Semi-Detached,1386391.1764705882
382,20009,2009,Apartment,434363.82352941175
383,20009,2009,Detached,548021.4285714285
384,20009,2009,Other,416000.0
385,20009,2009,Townhouse,688231.6666666666
386,20009,2009,Twin/Semi-Detached,641481.8181818182
387,20009,2010,Apartment,432957.18724279833
388,20009,2010,Detached,652961.5384615385
389,20009,2010,Garage/Parking Space,48500.0
390,20009,2010,Manufactured,380000.0
391,20009,2010,Other,582625.0
392,20009,2010,Townhouse,737494.3668122271
393,20009,2010,Twin/Semi-Detached,826946.0333333333
394,20009,2011,Apartment,425603.79157427937
395,20009,2011,Detached,1467666.6666666667
396,20009,2011,Garage/Parking Space,37666.666666666664
397,20009,2011,Other,492178.5
398,20009,2011,Townhouse,779386.7414634146
399,20009,2011,Twin/Semi-Detached,657465.1388888889
400,20009,2012,Apartment,438204.6140684411
401,20009,2012,Detached,623388.3333333334
402,20009,2012,Garage/Parking Space,18000.0
403,20009,2012,Other,545160.2962962963
404,20009,2012,Townhouse,763664.1632653062
405,20009,2012,Twin/Semi-Detached,911012.641025641
406,20009,2013,Apartment,464264.5067204301
407,20009,2013,Detached,663845.4545454546
408,20009,2013,Garage/Parking Space,58500.0
409,20009,2013,Other,508623.125
410,20009,2013,Townhouse,861044.0076923077
411,20009,2013,Twin/Semi-Detached,814291.6666666666
412,20009,2014,Apartment,476129.9179331307
413,20009,2014,Detached,665571.4285714285
414,20009,2014,Garage/Parking Space,38125.0
415,20009,2014,Other,512967.1666666667
416,20009,2014,Townhouse,938211.48
417,20009,2014,Twin/Semi-Detached,913455.8823529412
418,20009,2015,Apartment,481868.6299559471
419,20009,2015,Detached,1012425.0
420,20009,2015,Garage/Parking Space,54833.333333333336
421,20009,2015,Other,895977.7272727273
422,20009,2015,Townhouse,923275.1353711791
423,20009,2015,Twin/Semi-Detached,1305850.0
424,20009,2016,Apartment,495805.9082191781
425,20009,2016,Detached,636714.2857142857
426,20009,2016,Garage/Parking Space,38500.0
427,20009,2016,Other,590289.95
428,20009,2016,Townhouse,1002337.3301435406
429,20009,2016,Twin/Semi-Detached,1041057.1739130435
430,20009,2017,Apartment,531833.3065902579
431,20009,2017,Detached,1120271.4285714286
432,20009,2017,Garage/Parking Space,35333.333333333336
433,20009,2017,Other,818493.6521739131
434,20009,2017,Townhouse,1035442.8691983123
435,20009,2017,Twin/Semi-Detached,1468893.75
436,20009,2018,Apartment,513659.3800978793
437,20009,2018,Detached,1629714.2857142857
438,20009,2018,Garage/Parking Space,58333.333333333336
439,20009,2018,Other,640709.0909090909
440,20009,2018,Townhouse,1026636.2217898832
441,20009,2018,Twin/Semi-Detached,1136025.0
442,20009,2019,Apartment,552513.9326732673
443,20009,2019,Detached,658572.7272727273
444,20009,2019,Garage/Parking Space,33166.666666666664
445,20009,2019,Manufactured,410000.0
446,20009,2019,Other,541125.0
447,20009,2019,Townhouse,1110004.4662162163
448,20009,2019,Twin/Semi-Detached,1198318.0909090908
449,20010,2009,Apartment,307879.6296296296
450,20010,2009,Detached,628000.0
451,20010,2009,Other,375000.0
452,20010,2009,Townhouse,418460.08928571426
453,20010,2009,Twin/Semi-Detached,363250.0
454,20010,2010,Apartment,342133.5681818182
455,20010,2010,Detached,672875.0
456,20010,2010,Other,338749.75
457,20010,2010,Townhouse,504528.3333333333
458,20010,2010,Twin/Semi-Detached,538306.6666666666
459,20010,2011,Apartment,332662.65
460,20010,2011,Detached,548571.4285714285
461,20010,2011,Garage/Parking Space,35000.0
462,20010,2011,Other,677500.0
463,20010,2011,Townhouse,515515.9540229885
464,20010,2011,Twin/Semi-Detached,556625.0
465,20010,2012,Apartment,374111.56842105265
466,20010,2012,Detached,534571.3
467,20010,2012,Other,480416.6666666667
468,20010,2012,Townhouse,576077.6060606061
469,20010,2012,Twin/Semi-Detached,665209.28
470,20010,2013,Apartment,397587.31192660553
471,20010,2013,Detached,558300.0
472,20010,2013,Garage/Parking Space,35000.0
473,20010,2013,Other,714357.1428571428
474,20010,2013,Townhouse,640415.5138121546
475,20010,2013,Twin/Semi-Detached,706293.8125
476,20010,2014,Apartment,409749.3043478261
477,20010,2014,Detached,691200.0
478,20010,2014,Other,484950.0
479,20010,2014,Townhouse,708965.039800995
480,20010,2014,Twin/Semi-Detached,725818.9090909091
481,20010,2015,Apartment,430235.4052287582
482,20010,2015,Detached,770750.0
483,20010,2015,Other,585666.3333333334
484,20010,2015,Townhouse,742474.6458333334
485,20010,2015,Twin/Semi-Detached,792036.3333333334
486,20010,2016,Apartment,502355.6582278481
487,20010,2016,Detached,690766.6666666666
488,20010,2016,Other,496633.3333333333
489,20010,2016,Townhouse,803972.1365638766
490,20010,2016,Twin/Semi-Detached,847872.7272727273
491,20010,2017,Apartment,495750.35761589406
492,20010,2017,Detached,940915.3846153846
493,20010,2017,Garage/Parking Space,60000.0
494,20010,2017,Other,766185.3846153846
495,20010,2017,Townhouse,846380.9014778325
496,20010,2017,Twin/Semi-Detached,863842.1052631579
497,20010,2018,Apartment,488571.0578034682
498,20010,2018,Detached,669225.0
499,20010,2018,Garage/Parking Space,40000.0
500,20010,2018,Other,696031.125
501,20010,2018,Townhouse,798594.4615384615
502,20010,2018,Twin/Semi-Detached,862145.4545454546
503,20010,2019,Apartment,510474.1287878788
504,20010,2019,Detached,855711.1111111111
505,20010,2019,Garage/Parking Space,24000.0
506,20010,2019,Other,662333.3333333334
507,20010,2019,Townhouse,847004.2049689441
508,20010,2019,Twin/Semi-Detached,759271.4285714285
509,20011,2009,Apartment,241788.88888888888
510,20011,2009,Detached,418697.0294117647
511,20011,2009,Other,250000.0
512,20011,2009,Townhouse,311319.2086956522
513,20011,2009,Twin/Semi-Detached,324680.85294117645
514,20011,2010,Apartment,184218.30985915492
515,20011,2010,Detached,525558.0555555555
516,20011,2010,Garage/Parking Space,17250.0
517,20011,2010,Other,267750.0
518,20011,2010,Townhouse,334064.49206349207
519,20011,2010,Twin/Semi-Detached,294351.1101694915
520,20011,2011,Apartment,200338.0864197531
521,20011,2011,Detached,533259.7096774194
522,20011,2011,Other,209250.0
523,20011,2011,Townhouse,359999.12237762235
524,20011,2011,Twin/Semi-Detached,331106.7272727273
525,20011,2012,Apartment,199224.88607594935
526,20011,2012,Detached,605987.2589285715
527,20011,2012,Other,190208.33333333334
528,20011,2012,Townhouse,405972.75261324045
529,20011,2012,Twin/Semi-Detached,352223.92424242425
530,20011,2013,Apartment,243232.688172043
531,20011,2013,Detached,677566.9237288135
532,20011,2013,Other,315180.0
533,20011,2013,Townhouse,492767.60294117645
534,20011,2013,Twin/Semi-Detached,420646.45323741005
535,20011,2014,Apartment,253105.32967032967
536,20011,2014,Detached,653285.0977443609
537,20011,2014,Other,579837.5
538,20011,2014,Townhouse,536805.2011331444
539,20011,2014,Twin/Semi-Detached,460852.52482269506
540,20011,2015,Apartment,312552.96
541,20011,2015,Detached,697563.9677419355
542,20011,2015,Other,595857.1428571428
543,20011,2015,Townhouse,563693.3051771118
544,20011,2015,Twin/Semi-Detached,500900.54347826086
545,20011,2016,Apartment,325340.1637931034
546,20011,2016,Detached,719859.0935251799
547,20011,2016,Other,626250.0
548,20011,2016,Townhouse,606366.0310880829
549,20011,2016,Twin/Semi-Detached,504206.28169014084
550,20011,2017,Apartment,361129.79194630875
551,20011,2017,Detached,776672.1851851852
552,20011,2017,Other,373333.3333333333
553,20011,2017,Townhouse,621635.5432098765
554,20011,2017,Twin/Semi-Detached,550873.5684931506
555,20011,2018,Apartment,374080.84353741497
556,20011,2018,Detached,838446.6193548387
557,20011,2018,Other,370900.0
558,20011,2018,Townhouse,672422.2545454545
559,20011,2018,Twin/Semi-Detached,563239.7826086957
560,20011,2019,Apartment,398762.625
561,20011,2019,Detached,879282.5
562,20011,2019,Other,378750.0
563,20011,2019,Townhouse,691203.1077441077
564,20011,2019,Twin/Semi-Detached,592933.75
565,20012,2009,Apartment,226037.5
566,20012,2009,Detached,578291.6666666666
567,20012,2009,Townhouse,292500.0
568,20012,2009,Twin/Semi-Detached,334225.0
569,20012,2010,Apartment,192203.33333333334
570,20012,2010,Detached,525144.6849315069
571,20012,2010,Other,93450.0
572,20012,2010,Townhouse,374666.6666666667
573,20012,2010,Twin/Semi-Detached,290837.5
574,20012,2011,Apartment,233267.96
575,20012,2011,Detached,521636.5483870968
576,20012,2011,Townhouse,305000.0
577,20012,2011,Twin/Semi-Detached,324035.0
578,20012,2012,Apartment,247189.47368421053
579,20012,2012,Detached,590616.4893617021
580,20012,2012,Other,259000.0
581,20012,2012,Townhouse,261916.66666666666
582,20012,2012,Twin/Semi-Detached,320838.46153846156
583,20012,2013,Apartment,232700.0588235294
584,20012,2013,Detached,672218.3434343435
585,20012,2013,Other,384000.0
586,20012,2013,Townhouse,404708.25
587,20012,2013,Twin/Semi-Detached,438521.4285714286
588,20012,2014,Apartment,290500.0
589,20012,2014,Detached,669587.4519230769
590,20012,2014,Townhouse,380166.6666666667
591,20012,2014,Twin/Semi-Detached,463340.0
592,20012,2015,Apartment,242011.875
593,20012,2015,Detached,710152.1086956522
594,20012,2015,Townhouse,445408.3333333333
595,20012,2015,Twin/Semi-Detached,478846.1538461539
596,20012,2016,Apartment,259775.25925925927
597,20012,2016,Detached,765510.5416666666
598,20012,2016,Other,558333.3333333334
599,20012,2016,Townhouse,496000.0
600,20012,2016,Twin/Semi-Detached,528968.75
601,20012,2017,Apartment,301003.5714285714
602,20012,2017,Detached,790951.27
603,20012,2017,Other,346250.0
604,20012,2017,Townhouse,476529.1666666667
605,20012,2017,Twin/Semi-Detached,509403.125
606,20012,2018,Apartment,342384.3783783784
607,20012,2018,Detached,804953.2980769231
608,20012,2018,Other,1000000.0
609,20012,2018,Townhouse,597981.052631579
610,20012,2018,Twin/Semi-Detached,538050.0
611,20012,2019,Apartment,396400.0
612,20012,2019,Detached,824392.9487179487
613,20012,2019,Garage/Parking Space,57500.0
614,20012,2019,Other,229000.0
615,20012,2019,Townhouse,494970.9130434783
616,20012,2019,Twin/Semi-Detached,720994.1176470588
617,20015,2009,Apartment,291333.3333333333
618,20015,2009,Detached,897057.8627450981
619,20015,2009,Townhouse,655833.3333333334
620,20015,2009,Twin/Semi-Detached,709875.0
621,20015,2010,Apartment,660093.75
622,20015,2010,Detached,855041.6666666666
623,20015,2010,Garage/Parking Space,21500.0
624,20015,2010,Townhouse,719800.0
625,20015,2010,Twin/Semi-Detached,831969.2352941176
626,20015,2011,Apartment,497351.8301886792
627,20015,2011,Detached,880682.4471544715
628,20015,2011,Other,1185000.0
629,20015,2011,Townhouse,766034.375
630,20015,2011,Twin/Semi-Detached,734850.0
631,20015,2012,Apartment,492210.5263157895
632,20015,2012,Detached,964681.9295774648
633,20015,2012,Townhouse,798842.3076923077
634,20015,2012,Twin/Semi-Detached,813020.0
635,20015,2013,Apartment,577021.052631579
636,20015,2013,Detached,984990.625
637,20015,2013,Other,911149.5
638,20015,2013,Townhouse,753345.4545454546
639,20015,2013,Twin/Semi-Detached,1022722.2222222222
640,20015,2014,Apartment,631241.9354838709
641,20015,2014,Detached,1066152.0073529412
642,20015,2014,Other,835000.0
643,20015,2014,Townhouse,863561.1111111111
644,20015,2014,Twin/Semi-Detached,934416.6666666666
645,20015,2015,Apartment,575000.9411764706
646,20015,2015,Detached,1082555.8846153845
647,20015,2015,Townhouse,928707.6923076923
648,20015,2015,Twin/Semi-Detached,999699.9375
649,20015,2016,Apartment,493994.0
650,20015,2016,Detached,1100215.9426751593
651,20015,2016,Townhouse,886041.6666666666
