MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC433784,RES,CLS,2030 8th St NW #404,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/17/2019,McEnearney Associates (MCE14),439500
DCDC433346,RES,CLS,1833 9th St NW,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,8/28/2019,Compass (COMPS2),950000
DCDC433314,RES,CLS,2025 Flagler Pl NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,7/24/2019,Compass (COMPS1),894800
DCDC433068,RES,CLS,410 M St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/2/2019,"Sunny Day Real Estate, Inc. (SDREI1)",592000
DCDC433162,RES,CLS,443 R St NW,Washington,"Washington, DC",3,3,Row/Townhouse,6/27/2019,TTR Sotheby's International Realty (TTRS5),920000
DCDC433060,RES,CLS,2030 8th St NW #410,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/26/2019,"Long & Foster Real Estate, Inc. (LNG191)",445000
DCDC433002,RES,CLS,59 W St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/6/2019,Redfin Corp (REFC3),1010000
DCDC432950,RES,CLS,1504 3rd St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,8/22/2019,Compass (COMPS2),765000
DCDC433116,RES,CLS,150 Rhode Island Ave NW #102,Washington,"Washington, DC",3,1-Feb,Unit/Flat/Apartment,8/13/2019,KW Metro Center (KWR17),671000
DCDC431772,RES,CLS,2124 11th St NW #1,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/31/2019,TTR Sotheby's International Realty (TTRS5),753000
DCDC432770,RES,CLS,87 P St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),1220000
DCDC432578,RES,CLS,440 L St NW #905,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/8/2019,Coldwell Banker Residential Brokerage (CBRB106),824900
DCDC430082,RES,CLS,313 M St NW,Washington,"Washington, DC",2,2,Detached,6/21/2019,Compass (COMPS1),749495
DCDC432154,RES,CLS,2108 Flagler Pl NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/21/2019,Compass (COMPS1),1349900
DCDC432170,RES,CLS,62 Q St NW #2,Washington,"Washington, DC",3,3,Row/Townhouse,7/29/2019,Redfin Corp (REFC3),849900
DCDC431768,RES,CLS,409 R St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/23/2019,TTR Sotheby's International Realty (TTRS5),890000
DCDC431848,RES,CLS,155 Randolph Pl NW,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,7/19/2019,TTR Sotheby's International Realty (TTRS5),1200000
DCDC431922,RES,CLS,27 Bryant St NW #2,Washington,"Washington, DC",2,2,Row/Townhouse,8/7/2019,Compass (COMPS1),765000
DCDC432116,RES,CLS,929 Florida Ave NW #8002,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,7/26/2019,Compass (COMPS1),550000
DCDC432176,RES,CLS,2608 Sherman Ave NW #101,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/9/2019,Coldwell Banker Residential Brokerage (CBRB52),329000
DCDC431938,RES,CLS,778 Harvard St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/28/2019,"Ramsbury Real Estate, LLC (RREL1)",799000
DCDC429884,RES,CLS,1613 6th St NW #1,Washington,"Washington, DC",2,2,Row/Townhouse,7/19/2019,Keller Williams Capital Properties (KWCP1),725000
DCDC431888,RES,CLS,715 6th St NW #205,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/12/2019,"Long & Foster Real Estate, Inc. (LNG147)",526900
DCDC430998,RES,CLS,929 Florida Ave NW #1005,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/16/2019,KW Metro Center (KWR17),667000
DCDC430708,RES,CLS,902 T St NW #B,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/12/2019,"Washington Fine Properties, LLC (WFP1)",795000
DCDC431462,RES,CLS,402 N St NW,Washington,"Washington, DC",3,3,Row/Townhouse,7/12/2019,RE/MAX Executives (RMAX203),1100000
DCDC431426,RES,CLS,410 Oakdale Pl NW,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/2/2019,"Long & Foster Real Estate, Inc. (LNG191)",613500
DCDC431086,RES,CLS,449 R St NW #11,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/8/2019,"Washington Fine Properties, LLC (WFP3)",340000
DCDC430940,RES,CLS,149 W St NW #35,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,8/23/2019,Compass (COMPS1),300000
DCDC431038,RES,CLS,1550 11th St NW ##306,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/2/2019,McWilliams/Ballard Inc. (MCWB1),970000
DCDC431198,RES,CLS,934 Westminster St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/27/2019,Compass (COMPS1),1242500
DCDC430942,RES,CLS,449 R St NW #101,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/17/2019,"Washington Fine Properties, LLC (WFP1)",580000
DCDC429352,RES,CLS,20 Channing St NW #2,Washington,"Washington, DC",4,4,Detached,8/26/2019,Compass (COMPS2),1055000
DCDC431258,RES,CLS,440 L St NW #708,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,7/22/2019,The ONE Street Company (ONERE1),507500
DCDC431210,RES,CLS,57 N St NW #Unit 418,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/15/2019,McWilliams/Ballard Inc. (MCWB1),549900
DCDC430874,RES,CLS,4326 Georgia NW #301,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/5/2019,"Long & Foster Real Estate, Inc. (LNG191)",522000
DCDC430746,RES,CLS,1909 9 1/2 St NW,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,8/2/2019,Great Eastern Realty Network (GERN1),580000
DCDC430488,RES,CLS,400 Massachusetts Ave NW #508,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,8/28/2019,"Long & Foster Real Estate, Inc. (LNG191)",632499
DCDC430294,RES,CLS,1030 Fairmont St NW #104,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,7/19/2019,Compass (COMPS4),595000
DCDC430398,RES,CLS,635 Q St NW,Washington,"Washington, DC",3,1-Mar,Twin/Semi-Detached,7/12/2019,Compass (COMPS2),1144000
DCDC430042,RES,CLS,913 T St NW,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,7/8/2019,Compass (COMPS1),1500000
DCDC430350,RES,CLS,475 K St NW #424,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/26/2019,"Washington Fine Properties, LLC (WFP1)",776000
DCDC430326,RES,CLS,558 Harvard St NW #Unit #A,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,7/10/2019,McWilliams/Ballard Inc. (MCWB1),1175000
DCDC430234,RES,CLS,1821 9th St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/30/2019,Keller Williams Capital Properties (KWCP1),1000000
DCDC429704,RES,CLS,911 Columbia Rd NW,Washington,"Washington, DC",2,2,Row/Townhouse,6/4/2019,Non Subscribing Office (NON1),420000
DCDC430116,RES,CLS,555 Massachusetts Ave NW #711,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/5/2019,Compass (COMPS1),429900
DCDC430074,RES,CLS,1117 10th St NW #603,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/8/2019,"Ramsbury Real Estate, LLC (RREL1)",675000
DCDC428190,RES,CLS,1814 1st St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,7/2/2019,Compass (COMPS2),1332700
DCDC429794,RES,CLS,925 H St NW #713,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/5/2019,"Washington Fine Properties, LLC (WFP1)",815000
DCDC429786,RES,CLS,132 S St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/3/2019,TTR Sotheby's International Realty (TTRS4),1456075
DCDC429604,RES,CLS,1550 11th St NW #B03,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/27/2019,McWilliams/Ballard Inc. (MCWB1),413000
DCDC429068,RES,CLS,475 K St NW #710,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/10/2019,Compass (COMPS1),555000
DCDC429346,RES,CLS,1628 11th St NW #109,Washington,"Washington, DC",3,1-Feb,Unit/Flat/Apartment,8/14/2019,TTR Sotheby's International Realty (TTRS2),1000000
DCDC429298,RES,CLS,57 N St NW #Unit 414,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/12/2019,McWilliams/Ballard Inc. (MCWB1),597400
DCDC428430,RES,CLS,1616 11th St NW #202,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/17/2019,Capital Residential Properties (CMRL1),433000
DCDC429152,RES,CLS,1512 Marion St NW #303,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/8/2019,Compass (COMPS1),290000
DCDC428414,RES,CLS,437 New York Ave NW #506,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/20/2019,Redfin Corp (REFC3),504000
DCDC428784,RES,CLS,555 Massachusetts Ave NW #1209,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,Keller Williams Capital Properties (KWCP1),480000
DCDC428718,RES,CLS,1835 5th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/30/2019,TTR Sotheby's International Realty (TTRS5),1400000
DCDC424592,RES,CLS,1426 11th St NW #4,Washington,"Washington, DC",2,2,Row/Townhouse,8/21/2019,"Long & Foster Real Estate, Inc. (LNG147)",759000
DCDC428694,RES,CLS,436 M St NW #4,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/20/2019,McWilliams/Ballard Inc. (MCWB3),1100000
DCDC428608,RES,CLS,528 U St NW,Washington,"Washington, DC",4,1-Jan,Row/Townhouse,8/28/2019,RLAH Real Estate (RLAH3),765000
DCDC428526,RES,CLS,1812 8th St NW,Washington,"Washington, DC",2,1,Row/Townhouse,6/27/2019,The Real Estate Store (WRTH1),665000
DCDC428442,RES,CLS,108 Q St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/6/2019,"District Real Estate, LLC. (DCRLS1)",1130000
DCDC428352,RES,CLS,57 N St NW #Unit 323,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/23/2019,McWilliams/Ballard Inc. (MCWB1),474900
DCDC428314,RES,CLS,38 Seaton Pl NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/27/2019,RE/MAX 100 (RMAX1017),825000
DCDC427558,RES,CLS,43 U St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/1/2019,TTR Sotheby's International Realty (TTRS4),1399000
DCDC427552,RES,CLS,777 7th St NW #917,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/9/2019,METROHOMES REALTY LLC (MHRL1),410600
DCDC427560,RES,CLS,38 W St NW,Washington,"Washington, DC",4,2,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),817000
DCDC427710,RES,CLS,57 N St NW #426,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/31/2019,McWilliams/Ballard Inc. (MCWB1),499900
DCDC423880,RES,CLS,310 M St NW #3,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,"McEnearney Associates, Inc. (MCE7)",355000
DCDC427674,RES,CLS,1017 Fairmont St NW,Washington,"Washington, DC",3,3,Row/Townhouse,6/14/2019,Compass (COMPS2),732000
DCDC427648,RES,CLS,500 M St NW #1,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,McEnearney Associates (MCE14),398000
DCDC427394,RES,CLS,145 Adams St NW #1,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/27/2019,Compass (COMPS3),714500
DCDC427348,RES,CLS,149 W St NW #31,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/18/2019,Houwzer LLC (55732),389000
DCDC421512,RES,CLS,811 4th St NW #1121,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/5/2019,Compass (COMPS1),480000
DCDC427296,RES,CLS,1827 1st St NW #2,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),486000
DCDC427288,RES,CLS,400 Massachusetts Ave NW #410,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,Keller Williams Capital Properties (KWCP1),410000
DCDC426852,RES,CLS,475 K St NW #620,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/19/2019,Compass (COMPS1),510000
DCDC426940,RES,CLS,1611 1st St NW,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/12/2019,Redfin Corp (REFC3),410000
DCDC427192,RES,CLS,1415 10th St NW #1,Washington,"Washington, DC",2,2,Twin/Semi-Detached,6/21/2019,"Washington Fine Properties, LLC (WFP1)",754000
DCDC425850,RES,CLS,811 4th St NW #713,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS5),488500
DCDC422210,RES,CLS,52 U St NW,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,6/19/2019,Keller Williams Realty (KWR21),1087400
DCDC426696,RES,CLS,1600 8th St NW #2,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,7/10/2019,"Long & Foster Real Estate, Inc. (LNG147)",1150000
DCDC426602,RES,CLS,1512 10th St NW,Washington,"Washington, DC",4,4,Row/Townhouse,7/8/2019,Compass (COMPS4),1965000
DCDC425176,RES,CLS,415 R St NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/20/2019,Compass (COMPS2),1150000
DCDC425068,RES,CLS,929 Florida Ave NW #5003,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/11/2019,"Urban Brokers, LLC (UBRO1)",505000
DCDC426326,RES,CLS,58 S St NW,Washington,"Washington, DC",2,2-Feb,Row/Townhouse,6/19/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),1000000
DCDC425940,RES,CLS,2120 Vermont Ave NW #210,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/28/2019,The ONE Street Company (ONERE1),625000
DCDC425944,RES,CLS,929 Florida Ave NW #3005,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/6/2019,Redfin Corp (REFC3),704200
DCDC426100,RES,CLS,150 V St NW #Vl03,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/1/2019,Redfin Corp (REFC3),354000
DCDC425752,RES,CLS,1030 Fairmont St NW #203,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/6/2019,BUYSELLDC (BUYL1),355000
DCDC425572,RES,CLS,762 Harvard St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/20/2019,Fairfax Realty of Tysons (FRX2),874900
DCDC425534,RES,CLS,2030 8th St NW #Ph-5,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/2/2019,TTR Sotheby's International Realty (TTRS4),465000
DCDC425332,RES,CLS,919 Florida Ave NW #601,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/3/2019,TTR Sotheby's International Realty (TTRS5),470000
DCDC424352,RES,CLS,1938 4th St NW,Washington,"Washington, DC",3,3,Twin/Semi-Detached,6/21/2019,Compass (COMPS1),790000
DCDC425054,RES,CLS,57 N St NW #Unit 125,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,7/1/2019,McWilliams/Ballard Inc. (MCWB1),807400
DCDC424868,RES,CLS,20 Bryant St NW,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,6/3/2019,Compass (COMPS1),1500000
DCDC424258,RES,CLS,1011 M St NW #310,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/5/2019,TTR Sotheby's International Realty (TTRS5),845000
DCDC424882,RES,CLS,715 6th St NW #1003,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/16/2019,TTR Sotheby's International Realty (TTRS5),705000
DCDC424612,RES,CLS,1421 1st St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/4/2019,Compass (COMPS1),799555
DCDC424618,RES,CLS,475 K St NW #1219,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/5/2019,Compass (COMPS1),595000
DCDC424764,RES,CLS,448 M St NW #4,Washington,"Washington, DC",3,2,Row/Townhouse,8/30/2019,Compass (COMPS1),1095000
DCDC424632,RES,CLS,1815 9th St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/14/2019,"Washington Fine Properties ,LLC (WFP8)",890500
DCDC424452,RES,CLS,49 Adams St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/20/2019,Compass (COMPS1),1170000
DCDC424272,RES,CLS,617 Harvard St NW #2,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,7/11/2019,McWilliams/Ballard Inc. (MCWB1),689900
DCDC423992,RES,CLS,435 R St NW #306,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/9/2019,Compass (COMPS1),424995
DCDC423442,RES,CLS,938 N St NW,Washington,"Washington, DC",3,3,Row/Townhouse,8/12/2019,Compass (COMPS1),1225000
DCDC423534,RES,CLS,912 French St NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,6/12/2019,TTR Sotheby's International Realty (TTRS6),1288000
DCDC423900,RES,CLS,1745 1st St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/26/2019,McEnearney Associates (MCE14),880000
DCDC423206,RES,CLS,1010 Massachusetts Ave NW #1109,Washington,"Washington, DC",2,1,Row/Townhouse,7/9/2019,Redfin Corp (REFC3),649000
DCDC423602,RES,CLS,149 T St NW #1,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,6/7/2019,Compass (COMPS1),740000
DCDC421820,RES,CLS,1010 Massachusetts Ave NW #902,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/11/2019,TTR Sotheby's International Realty (TTRS2),725000
DCDC423590,RES,CLS,929 Florida Ave NW #3008,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),690000
DCDC422988,RES,CLS,1534 6th St NW,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,6/11/2019,Compass (COMPS2),1420000
DCDC423038,RES,CLS,81 U St NW #B,Washington,"Washington, DC",3,Mar-00,Twin/Semi-Detached,7/11/2019,RLAH Real Estate (RLAH2),889000
DCDC422494,RES,CLS,1846 2nd St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/5/2019,RLAH Real Estate (RLAH5),992500
DCDC422372,RES,CLS,1628 11th St NW #101,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/13/2019,TTR Sotheby's International Realty (TTRS2),990500
DCDC422208,RES,CLS,555 Massachusetts Ave NW #1417,Washington,"Washington, DC",1,1,Penthouse Unit/Flat/Apartment,6/10/2019,RE/MAX Pros-Germantown (RRP1),555000
DCDC421720,RES,CLS,42 Bryant St NW,Washington,"Washington, DC",6,2-Apr,Row/Townhouse,6/17/2019,Compass (COMPS2),1699500
DCDC421848,RES,CLS,532-534 Hobart Pl NW,Washington,"Washington, DC",4,2,Row/Townhouse,7/22/2019,RLAH Real Estate (RLAH5),599000
DCDC421374,RES,CLS,2217 Flagler Pl NW,Washington,"Washington, DC",4,1-Feb,End of Row/Townhouse,7/12/2019,RLAH Real Estate (RLAH5),765000
DCDC421888,RES,CLS,555 Massachusetts Ave NW #1201,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/12/2019,Compass (COMPS1),625000
DCDC420588,RES,CLS,930 Westminster St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/14/2019,"Long & Foster Real Estate, Inc. (LNG44)",1550000
DCDC421232,RES,CLS,59 Randolph Pl NW #1,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/14/2019,Coldwell Banker Residential Brokerage (CBRB54),710000
DCDC421642,RES,CLS,555 Massachusetts Ave NW #1311,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/11/2019,RLAH Real Estate (RLAH2),500000
DCDC421592,RES,CLS,2120 Vermont Ave NW #119,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,Samson Properties (SAMP1),370000
DCDC420884,RES,CLS,558 Harvard NW #B,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,6/6/2019,McWilliams/Ballard Inc. (MCWB1),1200000
DCDC420134,RES,CLS,1122 5th St NW,Washington,"Washington, DC",4,2-Mar,Row/Townhouse,8/16/2019,Fairfax Realty Elite (FXR4),1100000
DCDC418542,RES,CLS,910 M St NW #601,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/19/2019,"Long & Foster Real Estate, Inc. (LNG1)",960000
DCDC419824,RES,CLS,2022 Flagler Pl NW #F302,Washington,"Washington, DC",1,1,Penthouse Unit/Flat/Apartment,6/10/2019,Coldwell Banker Residential Brokerage (CBRB106),410000
DCDC419948,RES,CLS,79 U St NW #D,Washington,"Washington, DC",3,3,Twin/Semi-Detached,6/14/2019,RLAH Real Estate (RLAH2),929000
DCDC419946,RES,CLS,79 U St NW #C,Washington,"Washington, DC",3,3,Twin/Semi-Detached,6/17/2019,RLAH Real Estate (RLAH2),749000
DCDC404006,RES,CLS,1826 9th St NW #1,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/10/2019,Redfin Corp (REFC2),727000
DCDC403774,RES,CLS,301 Massachusetts Ave NW #905,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/11/2019,Optime Realty (OPMR1),625000
DCDC403430,RES,CLS,920 I St NW #416,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/17/2019,McWilliams/Ballard Inc. (MCWB3),1125000
DCDC402124,RES,CLS,777 7th St NW #1120,Washington,"Washington, DC",2,1-Feb,Penthouse Unit/Flat/Apartment,6/10/2019,Compass (COMPS1),820000
DCDC401798,RES,CLS,77 V St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/6/2019,TTR Sotheby's International Realty (TTRS4),1339000
DCDC401212,RES,CLS,919 Florida Ave NW #101,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/26/2019,Coldwell Banker Residential Brokerage (CBRB106),420000
DCDC400636,RES,CLS,440 L St NW #906,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Renter's Warehouse DC (RTWH1),475000
DCDC399352,RES,CLS,2913 Georgia NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/7/2019,"Smart Realty, LLC (CMAR1)",685000
