MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC432948,RES,CLS,440 Jefferson St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/5/2019,Compass (COMPS2),690000.00
DCDC432886,RES,CLS,605 Emerson St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),899900.00
DCDC432906,RES,CLS,5709 Blair Rd NE,Washington,"Washington, DC",3,1-Mar,Detached,7/30/2019,Coldwell Banker Residential Brokerage (CBRB106),769000.00
DCDC432612,RES,CLS,509 Roxboro Pl NW,Washington,"Washington, DC",4,1-Feb,Twin/Semi-Detached,7/29/2019,"Long & Foster Real Estate, Inc. (LNG1)",415000.00
DCDC432560,RES,CLS,418 Longfellow St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/19/2019,Compass (COMPS2),749999.00
DCDC432514,RES,CLS,1358 Ingraham St NW,Washington,"Washington, DC",5,1-Mar,Detached,6/21/2019,Compass (COMPS2),1084000.00
DCDC432214,RES,CLS,316 Taylor St NW,Washington,"Washington, DC",3,3,Twin/Semi-Detached,7/16/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),675000.00
DCDC432294,RES,CLS,207 Varnum St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/26/2019,Keller Williams Preferred Properties (KWPP1),505000.00
DCDC431552,RES,CLS,818 Somerset Pl NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/31/2019,Redfin Corp (REFC3),515000.00
DCDC431550,RES,CLS,5714 6th St NW,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/29/2019,Redfin Corp (REFC3),825000.00
DCDC432272,RES,CLS,422 Emerson St NW,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,8/19/2019,Fairfax Realty Elite (FXR4),530000.00
DCDC432228,RES,CLS,1225 Hamilton St NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,8/26/2019,Nomadic Real Estate Broker Services (NREP1),470000.00
DCDC431706,RES,CLS,320 Nicholson St NW,Washington,"Washington, DC",5,1-Mar,Twin/Semi-Detached,7/24/2019,"Long & Foster Real Estate, Inc. (LNG42)",750000.00
DCDC431794,RES,CLS,5800 Manchester Pl NW,Washington,"Washington, DC",5,1-Mar,Detached,8/8/2019,Compass (COMPS1),1065500.00
DCDC431692,RES,CLS,33 Kennedy St NW #101,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/30/2019,Keller Williams Realty Centre (KWR15),255150.00
DCDC431530,RES,CLS,235 Emerson St NW #201,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/2/2019,"Long & Foster Real Estate, Inc. (LNG147)",235000.00
DCDC431540,RES,CLS,5024 9th St NW #202,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,8/19/2019,Smith & Schnider LLC (SSSL1),465900.00
DCDC431418,RES,CLS,240 Madison St NW,Washington,"Washington, DC",4,2,Row/Townhouse,8/23/2019,Samson Properties (SAMP16),535000.00
DCDC430924,RES,CLS,827 Ingraham St NW,Washington,"Washington, DC",3,3,Row/Townhouse,8/22/2019,Compass (COMPS1),690000.00
DCDC431374,RES,CLS,607 Delafield Pl NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,7/26/2019,Fairfax Realty Elite (FXR13),690000.00
DCDC429776,RES,CLS,5025 Illinois Ave NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/22/2019,Compass (COMPS3),785000.00
DCDC431264,RES,CLS,1352 Longfellow St NW #202,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/9/2019,Century 21 New Millennium (CENT2032),385000.00
DCDC430980,RES,CLS,312 Peabody St NE,Washington,"Washington, DC",6,5,Detached,8/5/2019,Keller Williams Capital Properties (KWCP1),995000.00
DCDC430678,RES,CLS,1416 Madison St NW,Washington,"Washington, DC",6,2-Mar,Detached,7/30/2019,"Long & Foster Real Estate, Inc. (LNG147)",1200000.00
DCDC430016,RES,CLS,1300 Taylor St NW #204,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/5/2019,Coldwell Banker Residential Brokerage (CBRB106),565000.00
DCDC429936,RES,CLS,608 Farragut St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/18/2019,RLAH Real Estate (RLAH2),630000.00
DCDC430674,RES,CLS,705 Oglethorpe St NE,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,7/30/2019,Century 21 New Millennium (CENT2030),390000.00
DCDC430532,RES,CLS,27 Rock Creek Church Rd NW,Washington,"Washington, DC",3,2,Row/Townhouse,8/19/2019,RE/MAX One (RMXO6),643000.00
DCDC430554,RES,CLS,200 Hamilton St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/31/2019,I-Agent Realty Incorporated (IAGR1),395000.00
DCDC428082,RES,CLS,415 Longfellow St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/31/2019,"KL Associates, Inc. (KLAI1)",665000.00
DCDC427460,RES,CLS,1232 Emerson St NW,Washington,"Washington, DC",5,1-Feb,Detached,6/7/2019,EXIT Right Realty (EXRT1),625000.00
DCDC430438,RES,CLS,506 Quintana Pl NW,Washington,"Washington, DC",2,2,Twin/Semi-Detached,7/26/2019,RE/MAX Specialists (RMSP1),450000.00
DCDC428588,RES,CLS,4001 16th St NW,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/11/2019,Keller Williams Capital Properties (KWCP2),960000.00
DCDC430162,RES,CLS,5403-5407 9th St NW #3,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,"Urban Land Company, LLC (ULC1)",179850.00
DCDC430334,RES,CLS,6032 Eastern Ave NE,Washington,"Washington, DC",2,1-Jan,Twin/Semi-Detached,7/11/2019,Fairfax Realty Elite (FXR4),425000.00
DCDC430236,RES,CLS,728 Upshur St NW,Washington,"Washington, DC",3,2,Row/Townhouse,7/18/2019,"Washington Fine Properties, LLC (WFP1)",865000.00
DCDC430030,RES,CLS,4822 5th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/31/2019,McEnearney Associates (MCE14),665000.00
DCDC429784,RES,CLS,1400 Oglethorpe St NW #7,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/22/2019,Redfin Corp (REFC3),299000.00
DCDC429790,RES,CLS,1229 Madison St NW,Washington,"Washington, DC",5,5,Detached,8/5/2019,Redfin Corp (REFC3),799000.00
DCDC429990,RES,CLS,820 Kennedy St NW #5,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/22/2019,RLAH Real Estate (RLAH1),644900.00
DCDC430024,RES,CLS,404 Emerson St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/1/2019,Compass (COMPS1),857000.00
DCDC429998,RES,CLS,37 Missouri Ave NW #26,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,8/2/2019,TTR Sotheby's International Realty (TTRS5),545000.00
DCDC429288,RES,CLS,5328 4th St NW #4,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),411500.00
DCDC430002,RES,CLS,428 Farragut St NW,Washington,"Washington, DC",5,1-Mar,End of Row/Townhouse,7/16/2019,Compass (COMPS1),949000.00
DCDC425586,RES,CLS,428 Farragut St NW,Washington,"Washington, DC",3,1,End of Row/Townhouse,6/5/2019,Non Subscribing Office (NON1),545000.00
DCDC428642,RES,CLS,511 Longfellow St NW,Washington,"Washington, DC",4,4,Row/Townhouse,8/8/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED60),815000.00
DCDC429950,RES,CLS,37 Missouri Ave NW #22,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/3/2019,TTR Sotheby's International Realty (TTRS5),625000.00
DCDC429870,RES,CLS,4739 13th St NW,Washington,"Washington, DC",5,Jan-00,Detached,6/19/2019,RE/MAX Allegiance (RMAX20),680500.00
DCDC429630,RES,CLS,5112 New Hampshire Ave NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/23/2019,"Long & Foster Real Estate, Inc. (LNG147)",719000.00
DCDC429712,RES,CLS,4310 18th St NW,Washington,"Washington, DC",5,2-Feb,Detached,8/14/2019,"McEnearney Associates, Inc. (MCE6)",1200000.00
DCDC429732,RES,CLS,906 Gallatin St NW #301,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,6/30/2019,Smith & Schnider LLC (SSSL1),490900.00
DCDC429614,RES,CLS,1350 Nicholson St NW #5,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/28/2019,McWilliams/Ballard Inc. (MCWB1),330000.00
DCDC429208,RES,CLS,4433 5th St NW,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,6/27/2019,Compass (COMPS1),770000.00
DCDC428484,RES,CLS,4035 New Hampshire Ave NW,Washington,"Washington, DC",3,1,Row/Townhouse,6/21/2019,Redfin Corp (REFC3),515000.00
DCDC429380,RES,CLS,3902 14th St NW #616,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/24/2019,"GreenLine Real Estate, LLC (GNLN1)",356000.00
DCDC429192,RES,CLS,7 Longfellow St NE,Washington,"Washington, DC",3,2,Detached,8/27/2019,RE/MAX Realty Group (RMX2),508000.00
DCDC429226,RES,CLS,37 Missouri Ave NW ##25,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,7/12/2019,TTR Sotheby's International Realty (TTRS5),555000.00
DCDC429222,RES,CLS,37 Missouri Ave NW #Twenty-One,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/26/2019,TTR Sotheby's International Realty (TTRS5),599900.00
DCDC428036,RES,CLS,251 Hawaii Ave NE,Washington,"Washington, DC",3,2,Row/Townhouse,7/2/2019,Redfin Corp (REFC3),471500.00
DCDC428870,RES,CLS,4845 Illinois Ave NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/10/2019,"McEnearney Associates, Inc. (MCE7)",791000.00
DCDC429094,RES,CLS,427 Peabody St NW,Washington,"Washington, DC",4,2,Twin/Semi-Detached,6/28/2019,Keller Williams Capital Properties (KWCP1),647000.00
DCDC429042,RES,CLS,6219 Piney Branch Rd NW,Washington,"Washington, DC",5,2-Mar,Detached,8/15/2019,EXIT Deluxe Realty (EXDR1),649999.00
DCDC428986,RES,CLS,4107 Illinois Ave NW #2,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,8/27/2019,Taylor Properties (TAYL13),815000.00
DCDC427424,RES,CLS,3811 New Hampshire Ave NW #1,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/27/2019,TTR Sotheby's International Realty (TTRS5),715000.00
DCDC428292,RES,CLS,700 Jefferson St NW #401,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/5/2019,"McEnearney Associates, Inc. (MCE7)",353300.00
DCDC428606,RES,CLS,307 Rock Creek Church Rd NW,Washington,"Washington, DC",3,1,Row/Townhouse,7/23/2019,M Squared Real Estate LLC (MSQU1),515000.00
DCDC428474,RES,CLS,26 Sheridan St NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,7/26/2019,Home Source Real Estate Solutions (HSLT1),575000.00
DCDC428440,RES,CLS,5885 Colorado Ave NW #401,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/19/2019,D.S.A. Properties & Investments LLC (DSPR1),420000.00
DCDC428402,RES,CLS,5401 13th St NW,Washington,"Washington, DC",5,1-Apr,End of Row/Townhouse,6/12/2019,Compass (COMPS1),1030000.00
DCDC428396,RES,CLS,1347 Madison St NW,Washington,"Washington, DC",5,1-Mar,Detached,8/9/2019,Keller Williams Preferred Properties (KWPP1),1210000.00
DCDC428084,RES,CLS,503 Quincy St NW,Washington,"Washington, DC",3,3,Twin/Semi-Detached,6/18/2019,Cranford & Associates (CRN1),619000.00
DCDC428308,RES,CLS,5282 Chillum Pl NE,Washington,"Washington, DC",4,1-Jan,Twin/Semi-Detached,6/25/2019,Fairfax Realty Premier (FXR3),495000.00
DCDC427876,RES,CLS,4328 4th St NW,Washington,"Washington, DC",4,1,End of Row/Townhouse,6/21/2019,Bennett Realty Solutions (EXBR1),685000.00
DCDC427796,RES,CLS,1424 Buchanan St NW #2,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/19/2019,Compass (COMPS1),580000.00
DCDC426954,RES,CLS,53 Nicholson St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/21/2019,Keller Williams Preferred Properties (KWPP1),640000.00
DCDC427700,RES,CLS,16 Gallatin St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/14/2019,"Pearl Properties Realty, Inc. (PRLP1)",442500.00
DCDC427152,RES,CLS,233 Longfellow St NW,Washington,"Washington, DC",4,3,Row/Townhouse,7/5/2019,"GreenLine Real Estate, LLC (GNLN1)",718500.00
DCDC425978,RES,CLS,4525 Blagden Ave NW,Washington,"Washington, DC",4,3,Detached,7/10/2019,Keller Williams Capital Properties (KWCP2),933000.00
DCDC427526,RES,CLS,4709 Colorado Ave NW,Washington,"Washington, DC",5,1-Mar,Detached,7/19/2019,RE/MAX Allegiance (RMAX17),1247000.00
DCDC427522,RES,CLS,4326 18th St NW,Washington,"Washington, DC",5,1-Apr,Detached,7/19/2019,Compass (COMPS1),1299000.00
DCDC426686,RES,CLS,738 Longfellow St NW #202,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/9/2019,Coldwell Banker Residential Brokerage (CBRB106),269000.00
DCDC427108,RES,CLS,5003 8th St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,6/13/2019,RE/MAX Realty Services (RBE1),490000.00
DCDC427070,RES,CLS,4326 Georgia Ave NW #402,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/7/2019,Compass (COMPS1),660000.00
DCDC427440,RES,CLS,426 Rittenhouse St NW,Washington,"Washington, DC",5,3,Detached,8/5/2019,Coldwell Banker Residential Brokerage (CBRB106),900000.00
DCDC427420,RES,CLS,5215 New Hampshire Ave NW,Washington,"Washington, DC",3,2-Feb,Row/Townhouse,6/25/2019,Compass (COMPS1),694900.00
DCDC425804,RES,CLS,4109 3rd St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/28/2019,TTR Sotheby's International Realty (TTRS5),925000.00
DCDC427412,RES,CLS,5511 Colorado Ave NW #501,Washington,"Washington, DC",3,3,Penthouse Unit/Flat/Apartment,7/16/2019,Compass (COMPS1),799500.00
DCDC427336,RES,CLS,421 Longfellow St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/28/2019,Compass (COMPS2),632500.00
DCDC426770,RES,CLS,604 Longfellow St NW #402,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/10/2019,TTR Sotheby's International Realty (TTRS5),324000.00
DCDC426930,RES,CLS,3902-3902 14th St NW #515,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/20/2019,Compass (COMPS1),366000.00
DCDC427304,RES,CLS,4127 4th St NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,6/14/2019,"Long & Foster Real Estate, Inc. (LNG194)",860000.00
DCDC427156,RES,CLS,1400-1404 Oglethorpe St NW #2,Washington,"Washington, DC",1,1,Twin/Semi-Detached,8/23/2019,Redfin Corp (REFC3),291000.00
DCDC426722,RES,CLS,31 Kennedy St NW #303,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/19/2019,Redfin Corp (REFC3),295000.00
DCDC426862,RES,CLS,331 Emerson St NW,Washington,"Washington, DC",5,1-Mar,End of Row/Townhouse,6/28/2019,RE/MAX Allegiance (RMAX20),888000.00
DCDC426854,RES,CLS,724 Upshur St NW,Washington,"Washington, DC",3,3,Row/Townhouse,6/24/2019,RLAH Real Estate (RLAH4),900000.00
DCDC426808,RES,CLS,4919 16th St NW,Washington,"Washington, DC",4,2-Feb,Detached,7/9/2019,Compass (COMPS1),1090000.00
DCDC427010,RES,CLS,530 Taylor St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/10/2019,S&G Realty (SAGG1),800000.00
DCDC427060,RES,CLS,1425 Crittenden St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/10/2019,Compass (COMPS1),1090000.00
DCDC426624,RES,CLS,5315 16th St NW,Washington,"Washington, DC",5,1-Apr,Detached,7/12/2019,"Long & Foster Real Estate, Inc. (LNG176)",1420500.00
DCDC426898,RES,CLS,300 Allison St NW,Washington,"Washington, DC",4,2,End of Row/Townhouse,6/27/2019,Compass (COMPS2),549000.00
DCDC426752,RES,CLS,704 Ingraham St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/28/2019,Taylor Properties (TAYL1),770000.00
DCDC425220,RES,CLS,520 Jefferson St NE,Washington,"Washington, DC",3,Feb-00,Detached,6/25/2019,Keller Williams Realty (KWR4),550000.00
DCDC423666,RES,CLS,4218 3rd St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/28/2019,Coldwell Banker Residential Brokerage (CBRB53),800000.00
DCDC426692,RES,CLS,1345 Quincy St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/7/2019,TTR Sotheby's International Realty (TTRS8),720510.00
DCDC426612,RES,CLS,4226 7th St NW #204,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/11/2019,Keller Williams Capital Properties (KWCP5),509000.00
DCDC426414,RES,CLS,617 Harvard St NW #1,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/19/2019,McWilliams/Ballard Inc. (MCWB3),530000.00
DCDC426474,RES,CLS,724 Taylor St NW #2,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,7/8/2019,Compass (COMPS2),835000.00
DCDC426448,RES,CLS,23 Longfellow St NE,Washington,"Washington, DC",3,1-Feb,Detached,6/26/2019,Taylor Properties (TAYL12),556776.00
DCDC426222,RES,CLS,5123 7th St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/24/2019,Compass (COMPS1),600000.00
DCDC425362,RES,CLS,4103 Illinois Ave NW,Washington,"Washington, DC",3,1,Row/Townhouse,6/24/2019,"Long & Foster Real Estate, Inc. (LNG147)",565000.00
DCDC425990,RES,CLS,5629 8th St NW,Washington,"Washington, DC",3,3,End of Row/Townhouse,8/16/2019,"Formant Property Group, LLC (JCF1)",644000.00
DCDC426050,RES,CLS,422 Hamilton St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/14/2019,"Luxmanor Real Estate, Inc (LXRE1)",765000.00
DCDC426308,RES,CLS,1328 Fort Stevens Dr NW,Washington,"Washington, DC",3,1-Feb,Detached,7/31/2019,M Squared Real Estate LLC (MSQU1),500000.00
DCDC426070,RES,CLS,3917 7th St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/13/2019,Compass (COMPS1),445000.00
DCDC426220,RES,CLS,820 Kennedy St NW #6,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,8/22/2019,RLAH Real Estate (RLAH1),665000.00
DCDC421622,RES,CLS,5130 Kansas Ave NW,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,7/8/2019,Compass (COMPS1),855000.00
DCDC421608,RES,CLS,212 Taylor St NW,Washington,"Washington, DC",3,2,Row/Townhouse,6/17/2019,Century 21 New Millennium (CENT2032),644000.00
DCDC425966,RES,CLS,5313 2nd St NW,Washington,"Washington, DC",3,2,Row/Townhouse,8/9/2019,Keller Williams Capital Properties (KWCP5),625000.00
DCDC425888,RES,CLS,4405 1st Pl NE #31,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,Keller Williams Capital Properties (KWCP2),269000.00
DCDC425552,RES,CLS,234 Gallatin St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,8/19/2019,Samson Properties (SAMP1),520000.00
DCDC425548,RES,CLS,5115 New Hampshire Ave NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/9/2019,Keller Williams Realty (KWR8),575000.00
DCDC425422,RES,CLS,5621 9th St NW,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,7/12/2019,TTR Sothebys International Realty (TTRS3),795000.00
DCDC425322,RES,CLS,6306 7th St NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,7/12/2019,Keller Williams Capital Properties (KWCP1),615000.00
DCDC425106,RES,CLS,811 Upshur St NW #7,Washington,"Washington, DC",2,2,Row/Townhouse,6/24/2019,Compass (COMPS2),610000.00
DCDC425096,RES,CLS,923 Shepherd St NW #2,Washington,"Washington, DC",3,3,Row/Townhouse,6/6/2019,Compass (COMPS2),765000.00
DCDC423020,RES,CLS,235 Ingraham St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/11/2019,RLAH Real Estate (RLAH5),795000.00
DCDC424958,RES,CLS,311 Jefferson St NW #2,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,7/26/2019,Compass (COMPS2),670000.00
DCDC424418,RES,CLS,119 Webster St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/18/2019,"McEnearney Associates, Inc. (MCE7)",724900.00
DCDC424786,RES,CLS,5411 Illinois Ave NW,Washington,"Washington, DC",4,1-Apr,Twin/Semi-Detached,7/1/2019,Redfin Corp (REFC3),824900.00
DCDC424948,RES,CLS,1350 Nicholson St NW #8,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/26/2019,McWilliams/Ballard Inc. (MCWB1),349900.00
