MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC431120,RES,CLS,3534 10th St NW #230,Washington,"Washington, DC",1,2,Unit/Flat/Apartment,8/14/2019,Redfin Corp (REFC3),316000.00
DCDC431080,RES,CLS,1337 Spring Rd NW #4,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/5/2019,"Long & Foster Real Estate, Inc. (LNG44)",695000.00
DCDC431046,RES,CLS,1207 Kenyon St NW,Washington,"Washington, DC",6,6,Row/Townhouse,8/9/2019,RE/MAX Allegiance (RMAX17),1100000.00
DCDC430742,RES,CLS,831 Rock Creek Church Rd NW #B,Washington,"Washington, DC",4,1-Mar,Unit/Flat/Apartment,7/31/2019,Compass (COMPS1),1178000.00
DCDC430542,RES,CLS,1317 Spring Rd NW #2,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/24/2019,Cummings & Co Realtors (CCRL2),699900.00
DCDC430536,RES,CLS,1317 Spring Rd NW #1,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/6/2019,Cummings & Co Realtors (CCRL2),755000.00
DCDC430112,RES,CLS,648 Lamont St NW,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,7/11/2019,Redfin Corp (REFC3),630000.00
DCDC430172,RES,CLS,3135 19th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/21/2019,Compass (COMPS2),1275000.00
DCDC429502,RES,CLS,1651 Lamont St NW #1D,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/2/2019,"Washington Fine Properties, LLC (WFP1)",510000.00
DCDC429618,RES,CLS,1442 Newton St NW #2,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/13/2019,McWilliams/Ballard Inc. (MCWB1),915000.00
DCDC429724,RES,CLS,779 Morton St NW #A,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,8/28/2019,The Gibbons Toenniessen Group LTD (TGTG1),849900.00
DCDC429932,RES,CLS,3420 16th St NW #107,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/24/2019,RLAH Real Estate (RLAH4),345000.00
DCDC429988,RES,CLS,639 Lamont St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/10/2019,Compass (COMPS1),740000.00
DCDC428900,RES,CLS,701 Lamont St NW #11,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/13/2019,"Urban Land Company, LLC (ULC1)",535000.00
DCDC428862,RES,CLS,3441 14th St NW #4,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/15/2019,"Continental Properties, Ltd. (CPRE1)",592500.00
DCDC429140,RES,CLS,1729 Lamont St NW,Washington,"Washington, DC",7,1-Mar,End of Row/Townhouse,7/16/2019,Compass (COMPS2),1510000.00
DCDC429240,RES,CLS,424 Lamont St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/24/2019,Lawyers Realty Group (LRGL1),770000.00
DCDC428892,RES,CLS,3422 Brown St NW #302,Washington,"Washington, DC",2,1,Penthouse Unit/Flat/Apartment,6/28/2019,"Long & Foster Real Estate, Inc. (LNG44)",551500.00
DCDC429104,RES,CLS,1421 Meridian Pl NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/1/2019,IGOLDENONE REALTY AND CONCIERGE LLC (IRCL1),1170000.00
DCDC428112,RES,CLS,1114 Monroe St NW ##1,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS5),755500.00
DCDC428958,RES,CLS,3533 16th St NW,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS5),1300000.00
DCDC428748,RES,CLS,764 Morton St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/28/2019,"NetRealtyNow.com, LLC (NRN2)",580000.00
DCDC428728,RES,CLS,831 Rock Creek Church Rd NW #A,Washington,"Washington, DC",4,1-Mar,Unit/Flat/Apartment,7/12/2019,Compass (COMPS1),1175000.00
DCDC428556,RES,CLS,638 Lamont St NW,Washington,"Washington, DC",4,2,Row/Townhouse,7/30/2019,Fairfax Realty Premier (FXR3),580000.00
DCDC428050,RES,CLS,611 NW Park Rd NW,Washington,"Washington, DC",6,2,Row/Townhouse,8/20/2019,RLAH Real Estate (RLAH1),800000.00
DCDC427672,RES,CLS,625 Park Rd NW #08,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/8/2019,Fairfax Realty Select (FXR1),270400.00
DCDC427080,RES,CLS,1390 Kenyon St NW #802,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,6/12/2019,Compass (COMPS4),450000.00
DCDC425434,RES,CLS,1451 Park Rd NW #407,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/26/2019,Keller Williams Capital Properties (KWCP1),301000.00
DCDC426926,RES,CLS,1883 Ingleside Ter NW,Washington,"Washington, DC",2,2,Row/Townhouse,6/20/2019,Compass (COMPS1),838000.00
DCDC427124,RES,CLS,1390 Kenyon St NW #320,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/15/2019,"Long & Foster Real Estate, Inc. (LNG194)",569900.00
DCDC426064,RES,CLS,1414 Oak St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/21/2019,"Long & Foster Real Estate, Inc. (LNG83)",837290.00
DCDC425432,RES,CLS,1523 Park Rd NW #303,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),405000.00
DCDC426816,RES,CLS,653 Irving St NW #5,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/26/2019,"Urban Pace, a Long & Foster Company (URP1)",359900.00
DCDC426786,RES,CLS,430 Irving St NW #104,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,8/28/2019,"Long & Foster Real Estate, Inc. (LNG1)",159000.00
DCDC426574,RES,CLS,1415 Monroe St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/24/2019,Coldwell Banker Residential Brokerage (CBRB52),965000.00
DCDC426348,RES,CLS,529 Lamont St NW #203,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),426000.00
DCDC425674,RES,CLS,3453 Holmead Pl NW #4,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,6/7/2019,Redfin Corp (REFC3),750100.00
DCDC425764,RES,CLS,1310 Spring Rd NW #Ph-B,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/14/2019,RLAH Real Estate (RLAH2),760000.00
DCDC425722,RES,CLS,1310 Spring Rd NW #A,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/13/2019,RLAH Real Estate (RLAH2),640000.00
DCDC425790,RES,CLS,1020 Monroe St NW #404,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,RLAH Real Estate (RLAH4),389000.00
DCDC426152,RES,CLS,1750 Irving St NW,Washington,"Washington, DC",3,2-Jan,Row/Townhouse,6/28/2019,Compass (COMPS1),830000.00
DCDC425696,RES,CLS,622 Rock Creek Church Rd NW #1,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS5),690000.00
DCDC423452,RES,CLS,3569 Warder St NW,Washington,"Washington, DC",4,3,Detached,7/31/2019,RE/MAX Realty Services (RBE1),902000.00
DCDC424648,RES,CLS,1457 Park Rd NW #407,Washington,"Washington, DC",,Jan-00,Unit/Flat/Apartment,7/9/2019,Compass (COMPS2),250000.00
DCDC424582,RES,CLS,3420 16th St NW #509,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,"Long & Foster Real Estate, Inc. (LNG338)",415000.00
DCDC423834,RES,CLS,445 Lamont St NW,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,6/21/2019,Compass (COMPS2),720000.00
DCDC423670,RES,CLS,3504 13th St NW #15,Washington,"Washington, DC",2,2,Detached,6/3/2019,Compass (COMPS1),552000.00
DCDC423972,RES,CLS,1114 Monroe St NW #Two,Washington,"Washington, DC",2,3,Unit/Flat/Apartment,6/7/2019,TTR Sotheby's International Realty (TTRS5),865000.00
DCDC423914,RES,CLS,766 Lamont St NW,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,7/26/2019,Fairfax Realty Elite (FXR13),470000.00
DCDC423796,RES,CLS,430 Irving St NW #208,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/26/2019,Compass (COMPS1),320000.00
DCDC423888,RES,CLS,1437 Monroe St NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/11/2019,"Heymann Realty, LLC (HEYR1)",610000.00
DCDC423886,RES,CLS,1341 Irving St NW #C,Washington,"Washington, DC",2,2,Row/Townhouse,8/9/2019,Keller Williams Realty (KWR8),747500.00
DCDC423270,RES,CLS,1356 Kenyon St NW #3,Washington,"Washington, DC",1,1,End of Row/Townhouse,6/3/2019,Realty Pros (RPA3),415000.00
DCDC422312,RES,CLS,3657 13th St NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/14/2019,"Long & Foster Real Estate, Inc. (LNG1)",750000.00
DCDC421418,RES,CLS,3407 Holmead Pl NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,8/28/2019,"Fox Real Estate, LLC. (FXRE1)",85.00
DCDC422764,RES,CLS,3537 16th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/20/2019,Spicer Real Estate (SPCR1),1075000.00
DCDC422650,RES,CLS,1661 Park Rd NW #B3,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/25/2019,TTR Sotheby's International Realty (TTRS8),282500.00
DCDC421464,RES,CLS,747 Park Rd NW,Washington,"Washington, DC",4,3,Row/Townhouse,6/28/2019,Fairfax Realty Premier (FXR3),765000.00
DCDC422138,RES,CLS,625 Park Rd NW #C4,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),325000.00
DCDC422126,RES,CLS,625 Park Rd NW #C3,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),381000.00
DCDC422108,RES,CLS,625 Park Rd NW #105,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),560000.00
DCDC422068,RES,CLS,451 Luray Pl NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/28/2019,"Independent Realty, Inc (INDR1)",665000.00
DCDC420942,RES,CLS,1114 Spring Rd NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/20/2019,Compass (COMPS3),1020000.00
DCDC421760,RES,CLS,610 Newton Pl NW #3,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/14/2019,Redfin Corp (REFC3),607500.00
DCDC420886,RES,CLS,3519 10th St NW #1 & 2,Washington,"Washington, DC",6,Apr-00,Row/Townhouse,6/7/2019,BUYSELLDC (BUYL1),1330000.00
DCDC417906,RES,CLS,625 Park Rd NW #202,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,8/8/2019,Fairfax Realty Select (FXR1),620000.00
DCDC411578,RES,CLS,834 Lamont St NW #B,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/14/2019,Redfin Corp (REFC3),689000.00
DCDC404018,RES,CLS,625 Park Rd NW #103,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/31/2019,Fairfax Realty Select (FXR1),470000.00
DCDC401880,RES,CLS,3467 14th St NW #3,Washington,"Washington, DC",3,3,Penthouse Unit/Flat/Apartment,8/28/2019,"Urban Land Company, LLC (ULC1)",937500.00
DCDC400362,RES,CLS,3625 13th St NW #2,Washington,"Washington, DC",3,1-Mar,Unit/Flat/Apartment,6/3/2019,M Squared Real Estate LLC (MSQU1),890000.00
DCDC400334,RES,CLS,771 Kenyon St NW,Washington,"Washington, DC",3,1,Row/Townhouse,6/24/2019,IGOLDENONE REALTY AND CONCIERGE LLC (IRCL1),540000.00
DCDC398598,RES,CLS,3112 13th St NW #1,Washington,"Washington, DC",2,2,Row/Townhouse,6/19/2019,"Long & Foster Real Estate, Inc. (LNG194)",575000.00
DCDC365658,RES,CLS,526 Kenyon St NW #201,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/26/2019,"Central Properties, LLC, (CTRP1)",220000.00
DCDC311122,RES,CLS,3207 Adams Mill Rd NW,Washington,"Washington, DC",4,3-Jan,Row/Townhouse,6/17/2019,RE/MAX Excellence Realty (RXER1),935000.00
DCDC310672,RES,CLS,1002 Quebec Pl NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/17/2019,Samson Properties (SAMP1),820000.00
1001994490,RES,CLS,1538 Monroe St NW #3,Washington,"Washington, DC",2,Jan-00,Twin/Semi-Detached,7/24/2019,Keller Williams Realty Falls Church (KWR30),376000.00
