,gsId,name,type,gradeRange,enrollment,parentRating,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,gsRating,districtId,district,districtNCESId,Zip Code
12,292,C.H.O.I.C.E. Academy @ Washington Met,public,7-12 & ungraded,,1.0,Washington,DC,"300 Bryant Street NW, 
Washington, DC  20001",(202) 939-4350,,www.dcps.dc.gov/DCPS/CHOICE,110003000418,38.920216,-77.016716,https://www.greatschools.org/washington-dc/washington/292-C.H.O.I.C.E.-Academy-@-Washington-Met/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/292-C.H.O.I.C.E.-Academy-@-Washington-Met/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/292-C.H.O.I.C.E.-Academy-@-Washington-Met/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/292-C.H.O.I.C.E.-Academy-@-Washington-Met/?utm_source=GSAPI&utm_medium=referral,,1.0,District Of Columbia Public Schools,1100030.0,20001
13,591,Capital City High School PCS,charter,9-12,340.0,5.0,Washington,DC,"100 Peabody Street Northwest, 
Washington, DC  20011",(202) 808-9800,,http://www.ccpcs.org,110003500475,38.962334,-77.01261,https://www.greatschools.org/washington-dc/washington/591-Capital-City-High-School-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/591-Capital-City-High-School-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/591-Capital-City-High-School-PCS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/591-Capital-City-High-School-PCS/?utm_source=GSAPI&utm_medium=referral,7.0,74.0,Capital City Pcs,1100035.0,20011
14,64,Cardozo Education Campus,public,6-12,783.0,4.0,Washington,DC,"1200 Clifton Street Northwest, 
Washington, DC  20009",(202) 673-7385,(202) 673-2232,http://www.dcps.dc.gov,110003000082,38.92195,-77.02826,https://www.greatschools.org/washington-dc/washington/64-Cardozo-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/64-Cardozo-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/64-Cardozo-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/64-Cardozo-Education-Campus/?utm_source=GSAPI&utm_medium=referral,3.0,1.0,District Of Columbia Public Schools,1100030.0,20009
15,883,Career Training Program,private,n/a,,,Washington,DC,"700 Monroes St, NE, 
Washington, DC  20017",(202) 526-1400,(202) 526-1405,,,38.932556,-76.995804,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/883-Career-Training-Program/?utm_source=GSAPI&utm_medium=referral,,,,,20017
16,323,Carlos Rosario International PCS,charter,n/a,1750.0,5.0,Washington,DC,"1100 Harvard Street, NW, 
Washington, DC  20009",(202) 797-4700,(202) 232-6442,,110000400218,38.926716,-77.02705,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/323-Carlos-Rosario-International-PCS/?utm_source=GSAPI&utm_medium=referral,,42.0,Carlos Rosario International Pcs,1100004.0,20009
17,873,Cesar Chavez PCS for Public Policy - Parkside High School,charter,9-12,374.0,1.0,Washington,DC,"3701 Hayes Street Northeast, 
Washington, DC  20019",(202) 398-2230,(202) 547-3449,http://www.chavezschools.org,110000500456,38.90136,-76.9491,https://www.greatschools.org/washington-dc/washington/873-Cesar-Chavez-PCS-For-Public-Policy---Parkside-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/873-Cesar-Chavez-PCS-For-Public-Policy---Parkside-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/873-Cesar-Chavez-PCS-For-Public-Policy---Parkside-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/873-Cesar-Chavez-PCS-For-Public-Policy---Parkside-High-School/?utm_source=GSAPI&utm_medium=referral,5.0,75.0,Cesar Chavez Public Pcs,1100005.0,20019
18,252,Cesar Chavez PCS for Public Policy- Capitol Hill,charter,9-12,387.0,4.0,Washington,DC,"709 12th Street Southeast, 
Washington, DC  20003",(202) 547-3424,,http://www.chavezschools.org,110000500219,38.88078,-76.9907,https://www.greatschools.org/washington-dc/washington/252-Cesar-Chavez-PCS-For-Public-Policy--Capitol-Hill/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/252-Cesar-Chavez-PCS-For-Public-Policy--Capitol-Hill/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/252-Cesar-Chavez-PCS-For-Public-Policy--Capitol-Hill/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/252-Cesar-Chavez-PCS-For-Public-Policy--Capitol-Hill/?utm_source=GSAPI&utm_medium=referral,2.0,75.0,Cesar Chavez Public Pcs,1100005.0,20003
19,44,Columbia Heights Education Campus,public,6-12,1393.0,4.0,Washington,DC,"3101 16th Street Northwest, 
Washington, DC  20010",(202) 939-7700,,http://www.dcps.dc.gov,110003000396,38.92952,-77.03576,https://www.greatschools.org/washington-dc/washington/44-Columbia-Heights-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/44-Columbia-Heights-Education-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/44-Columbia-Heights-Education-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/44-Columbia-Heights-Education-Campus/?utm_source=GSAPI&utm_medium=referral,6.0,1.0,District Of Columbia Public Schools,1100030.0,20010
20,63,Coolidge High School,public,9-12,384.0,4.0,Washington,DC,"6315 5th Street Northwest, 
Washington, DC  20011",(202) 671-6080,(202) 576-3147,http://www.dcps.dc.gov,110003000081,38.967285,-77.01933,https://www.greatschools.org/washington-dc/washington/63-Coolidge-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/63-Coolidge-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/63-Coolidge-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/63-Coolidge-High-School/?utm_source=GSAPI&utm_medium=referral,3.0,1.0,District Of Columbia Public Schools,1100030.0,20011
21,245,"Cornerstone Schools of Washington, D.C.",private,PK-12,130.0,4.0,Washington,DC,"3742 Ely Place SE, 
Washington, DC  20019",(202) 575-0027,(202) 575-0669,http://www.cornerstone-schools.org,A9901122,38.882893,-76.94812,"https://www.greatschools.org/washington-dc/washington/245-Cornerstone-Schools-Of-Washington,-D.C./?utm_source=GSAPI&utm_medium=referral","https://www.greatschools.org/washington-dc/washington/245-Cornerstone-Schools-Of-Washington,-D.C./?utm_source=GSAPI&utm_medium=referral","https://www.greatschools.org/washington-dc/washington/245-Cornerstone-Schools-Of-Washington,-D.C./?utm_source=GSAPI&utm_medium=referral#Reviews","https://www.greatschools.org/washington-dc/washington/245-Cornerstone-Schools-Of-Washington,-D.C./?utm_source=GSAPI&utm_medium=referral",,,,,20019
22,13,Duke Ellington School of the Arts,public,9-12,525.0,4.0,Washington,DC,"2501 11th Street Northwest, 
Washington, DC  20001",(202) 282-0123,(202) 337-7847,http://www.dcps.dc.gov,110003000016,38.92296,-77.02667,https://www.greatschools.org/washington-dc/washington/13-Duke-Ellington-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/13-Duke-Ellington-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/13-Duke-Ellington-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/13-Duke-Ellington-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,9.0,1.0,District Of Columbia Public Schools,1100030.0,20001
23,62,Dunbar High School,public,9-12,653.0,4.0,Washington,DC,"101 N Street Northwest, 
Washington, DC  20001",(202) 698-3762,(202) 673-2223,http://www.dcps.dc.gov,110003000079,38.907665,-77.012726,https://www.greatschools.org/washington-dc/washington/62-Dunbar-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/62-Dunbar-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/62-Dunbar-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/62-Dunbar-High-School/?utm_source=GSAPI&utm_medium=referral,3.0,1.0,District Of Columbia Public Schools,1100030.0,20001
24,202,Dupont Park  Adventist School,private,PK-10,221.0,4.0,Washington,DC,"3942 Alabama Avenue Southeast, 
Washington, DC  20020",(202) 583-8500,,www.dupontparkadventistschool.org,00253914,38.868855,-76.948166,https://www.greatschools.org/washington-dc/washington/202-Dupont-Park--Adventist-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/202-Dupont-Park--Adventist-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/202-Dupont-Park--Adventist-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/202-Dupont-Park--Adventist-School/?utm_source=GSAPI&utm_medium=referral,,,,,20020
25,835,"E.L. Haynes PCS - Kansas Avenue (PK-3, High School)",charter,9-12,554.0,5.0,Washington,DC,"4501 Kansas Avenue Northwest, 
Washington, DC  20011",(202) 667-4446,,http://www.elhaynes.org,110004300433,38.94573,-77.0224,"https://www.greatschools.org/washington-dc/washington/835-E.L.-Haynes-PCS---Kansas-Avenue-(PK-3,-High-School)/?utm_source=GSAPI&utm_medium=referral","https://www.greatschools.org/washington-dc/washington/835-E.L.-Haynes-PCS---Kansas-Avenue-(PK-3,-High-School)/?utm_source=GSAPI&utm_medium=referral","https://www.greatschools.org/washington-dc/washington/835-E.L.-Haynes-PCS---Kansas-Avenue-(PK-3,-High-School)/?utm_source=GSAPI&utm_medium=referral#Reviews","https://www.greatschools.org/washington-dc/washington/835-E.L.-Haynes-PCS---Kansas-Avenue-(PK-3,-High-School)/?utm_source=GSAPI&utm_medium=referral",8.0,81.0,E.L. Haynes Pcs,1100043.0,20011
26,61,Eastern High School,public,9-12,967.0,3.0,Washington,DC,"1700 East Capitol Street Northeast, 
Washington, DC  20003",(202) 698-4500,(202) 698-4800,http://www.dcps.dc.gov,110003000078,38.890324,-76.97952,https://www.greatschools.org/washington-dc/washington/61-Eastern-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/61-Eastern-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/61-Eastern-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/61-Eastern-High-School/?utm_source=GSAPI&utm_medium=referral,4.0,1.0,District Of Columbia Public Schools,1100030.0,20003
27,191,Edmund Burke School,private,6-12,300.0,4.0,Washington,DC,"4101 Connecticut Avenue NW, 
Washington, DC  20008",(202) 362-8882,(202) 362-1914,,00253426,38.942024,-77.06222,https://www.greatschools.org/washington-dc/washington/191-Edmund-Burke-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/191-Edmund-Burke-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/191-Edmund-Burke-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/191-Edmund-Burke-School/?utm_source=GSAPI&utm_medium=referral,,,,,20008
28,197,Emerson Preparatory School,private,9-12,50.0,5.0,Washington,DC,"1816 12th Street, 
Washington, DC  20009",(202) 785-2877,(877) 304-8179,http://www.emersonprep.org,00253674,38.914955,-77.028496,https://www.greatschools.org/washington-dc/washington/197-Emerson-Preparatory-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/197-Emerson-Preparatory-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/197-Emerson-Preparatory-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/197-Emerson-Preparatory-School/?utm_source=GSAPI&utm_medium=referral,,,,,20009
29,906,Emery L Fears Boys Academy,private,6-12,4.0,,Washington,DC,"1544 5th Street Northwest, 
Washington, DC  20001",(202) 232-2860,,,A0900742,38.91093,-77.01923,https://www.greatschools.org/washington-dc/washington/906-Emery-L-Fears-Boys-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/906-Emery-L-Fears-Boys-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/906-Emery-L-Fears-Boys-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/906-Emery-L-Fears-Boys-Academy/?utm_source=GSAPI&utm_medium=referral,,,,,20001
30,198,Field School,private,6-12,360.0,4.0,Washington,DC,"2301 Foxhall Rd NW, 
Washington, DC  20007",(202) 295-5800,,www.fieldschool.org,00253732,38.92081,-77.08872,https://www.greatschools.org/washington-dc/washington/198-Field-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/198-Field-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/198-Field-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/198-Field-School/?utm_source=GSAPI&utm_medium=referral,,,,,20007
31,550,Friendship Collegiate Academy PCS,charter,9-12,810.0,4.0,Washington,DC,"4095 Minnesota Avenue Northeast, 
Washington, DC  20019",(202) 396-5500,(202) 396-8229,http://www.friendshipschools.org,110000800338,38.89746,-76.945854,https://www.greatschools.org/washington-dc/washington/550-Friendship-Collegiate-Academy-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/550-Friendship-Collegiate-Academy-PCS/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/550-Friendship-Collegiate-Academy-PCS/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/550-Friendship-Collegiate-Academy-PCS/?utm_source=GSAPI&utm_medium=referral,5.0,82.0,Friendship Pcs,1100008.0,20019
32,1246,Friendship PCS Technology Preparatory Academy High School,charter,9-12,,,Washington,DC,"620 Milwaukee Place Southeast, 
Washington, DC  20032",(202) 552-5700,,http://www.friendshipschools.org,110000800496,38.84828,-76.99765,https://www.greatschools.org/washington-dc/washington/1246-Friendship-PCS-Technology-Preparatory-Academy-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/1246-Friendship-PCS-Technology-Preparatory-Academy-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/1246-Friendship-PCS-Technology-Preparatory-Academy-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/1246-Friendship-PCS-Technology-Preparatory-Academy-High-School/?utm_source=GSAPI&utm_medium=referral,4.0,82.0,Friendship Pcs,1100008.0,20032
33,1245,Fusion Academy Washington D.C.,private,6-12,55.0,,Washington,DC,"3007 Tilden St. NW, Suite N100, 
Washington, DC  20008",(202) 244-0639,,https://www.fusionacademy.com/fusion-campus-location/washington-dc/welcome,,38.94137,-77.0635,https://www.greatschools.org/washington-dc/washington/1245-Fusion-Academy-Washington-D.C./?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/1245-Fusion-Academy-Washington-D.C./?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/1245-Fusion-Academy-Washington-D.C./?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/1245-Fusion-Academy-Washington-D.C./?utm_source=GSAPI&utm_medium=referral,,,,,20008
34,828,Georgetown Day School - Upper School,private,9-12,500.0,5.0,Washington,DC,"4200 Davenport Street NW, Washington, DC 20009, 
Washington, DC  20016",(202) 274-3200,(202) 274-3211,www.gds.org,,38.952457,-77.082535,https://www.greatschools.org/washington-dc/washington/828-Georgetown-Day-School---Upper-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/828-Georgetown-Day-School---Upper-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/828-Georgetown-Day-School---Upper-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/828-Georgetown-Day-School---Upper-School/?utm_source=GSAPI&utm_medium=referral,,,,,20016
35,167,Georgetown Visitation Preparatory School,private,9-12,490.0,4.0,Washington,DC,"1524 35th St NW, 
Washington, DC  20007",(202) 337-3350,(202) 342-5733,http://www.visi.org,00252659,38.90948,-77.06925,https://www.greatschools.org/washington-dc/washington/167-Georgetown-Visitation-Preparatory-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/167-Georgetown-Visitation-Preparatory-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/167-Georgetown-Visitation-Preparatory-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/167-Georgetown-Visitation-Preparatory-School/?utm_source=GSAPI&utm_medium=referral,,,,,20007
36,168,Gonzaga College High School,private,9-12,965.0,5.0,Washington,DC,"19 Eye Street NW, 
Washington, DC  20001",(202) 336-7100,(202) 336-7164,http://www.gonzaga.org,00252681,38.9013,-77.0267,https://www.greatschools.org/washington-dc/washington/168-Gonzaga-College-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/168-Gonzaga-College-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/washington-dc/washington/168-Gonzaga-College-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/washington-dc/washington/168-Gonzaga-College-High-School/?utm_source=GSAPI&utm_medium=referral,,,,,20001
