478,"Phelps Architecture, Construction and Engineering HS",Hispanic,n < 10,
478,"Phelps Architecture, Construction and Engineering HS",Male,40,0.98
478,"Phelps Architecture, Construction and Engineering HS",SWD,n < 10,
884,Luke C. Moore HS,All,35,0.22
884,Luke C. Moore HS,At-Risk,31,0.20
884,Luke C. Moore HS,Black,31,0.22
884,Luke C. Moore HS,EL,n < 10,
884,Luke C. Moore HS,Female,22,0.27
884,Luke C. Moore HS,Hispanic,n < 10,
884,Luke C. Moore HS,Male,13,0.17
884,Luke C. Moore HS,Multi-Racial,n < 10,
884,Luke C. Moore HS,SWD,n < 10,
DCPS,DC Public Schools,All,2273,0.69
DCPS,DC Public Schools,American Indian,n < 10,
DCPS,DC Public Schools,Asian,59,0.88
DCPS,DC Public Schools,At-Risk,1335,0.58
DCPS,DC Public Schools,Black,1562,0.68
DCPS,DC Public Schools,EL,239,0.52
DCPS,DC Public Schools,Female,1223,0.75
DCPS,DC Public Schools,Hispanic,403,0.61
DCPS,DC Public Schools,Male,1050,0.62
DCPS,DC Public Schools,Multi-Racial,48,0.92
DCPS,DC Public Schools,Pacific Islander,n < 10,
DCPS,DC Public Schools,SWD,293,0.46
DCPS,DC Public Schools,White,196,0.90
