,gsId,name,type,gradeRange,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,enrollment,gsRating,Zip Code
10,2025,Browne Academy,private,PK-8,Alexandria,VA,,,,"5917 Telegraph Rd, 
Alexandria, VA  22310",(703) 960-3000,,http://www.browneacademy.org/,01433689,38.788956,-77.0838,https://www.greatschools.org/virginia/alexandria/2025-Browne-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2025-Browne-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2025-Browne-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2025-Browne-Academy/?utm_source=GSAPI&utm_medium=referral,4.0,250.0,,22310
11,458,Bucknell Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6925 University Drive, 
Alexandria, VA  22307",(703) 660-2900,,,510126000435,38.767128,-77.07366,https://www.greatschools.org/virginia/alexandria/458-Bucknell-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/458-Bucknell-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/458-Bucknell-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/458-Bucknell-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,258.0,4.0,22307
12,2018,Burgundy Farm Country Day School,private,PK-8,Alexandria,VA,,,,"3700 Burgundy Road, 
Alexandria, VA  22303",(703) 329-6968,,http://www.burgundyfarm.org,01433601,38.797882,-77.09466,https://www.greatschools.org/virginia/alexandria/2018-Burgundy-Farm-Country-Day-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2018-Burgundy-Farm-Country-Day-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2018-Burgundy-Farm-Country-Day-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2018-Burgundy-Farm-Country-Day-School/?utm_source=GSAPI&utm_medium=referral,5.0,265.0,,22303
13,460,Bush Hill Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"5927 Westchester Street, 
Alexandria, VA  22310",(703) 924-5600,,http://fcps.edu/BushHillES/,510126000438,38.790367,-77.12362,https://www.greatschools.org/virginia/alexandria/460-Bush-Hill-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/460-Bush-Hill-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/460-Bush-Hill-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/460-Bush-Hill-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,467.0,6.0,22310
14,2164,Calvary Road Christian School,private,PK-8,Alexandria,VA,,,,"6811 Beulah Street, 
Alexandria, VA  22310",(703) 971-8004,,www.crcs.org,02065361,38.768677,-77.153534,https://www.greatschools.org/virginia/alexandria/2164-Calvary-Road-Christian-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2164-Calvary-Road-Christian-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2164-Calvary-Road-Christian-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2164-Calvary-Road-Christian-School/?utm_source=GSAPI&utm_medium=referral,4.0,215.0,,22310
15,462,Cameron Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"3434 Campbell Drive, 
Alexandria, VA  22303",(703) 329-2100,,http://www2.fcps.edu/CameronES/,510126000440,38.80051,-77.09133,https://www.greatschools.org/virginia/alexandria/462-Cameron-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/462-Cameron-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/462-Cameron-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/462-Cameron-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,521.0,3.0,22303
16,67,Charles Barrett Elementary School,public,PK-5,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"1115 Martha Custis Drive, 
Alexandria, VA  22302",(703) 824-6960,(703) 379-3782,http://www.acps.k12.va.us/barrett/,510012000038,38.842102,-77.076996,https://www.greatschools.org/virginia/alexandria/67-Charles-Barrett-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/67-Charles-Barrett-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/67-Charles-Barrett-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/67-Charles-Barrett-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,477.0,6.0,22302
17,2165,Christian Center School,private,PK-8,Alexandria,VA,,,,"5411 Franconia Road, 
Alexandria, VA  22310",(703) 971-0558,(703) 971-4264,http://www.ccmfamily.org/school,02065372,38.784,-77.1276,https://www.greatschools.org/virginia/alexandria/2165-Christian-Center-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2165-Christian-Center-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2165-Christian-Center-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2165-Christian-Center-School/?utm_source=GSAPI&utm_medium=referral,4.0,135.0,,22310
18,467,Clermont Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"5720 Clermont Drive, 
Alexandria, VA  22310",(703) 921-2400,(703) 921-2497,http://fcps.edu/ClermontES/,510126000450,38.79497,-77.111,https://www.greatschools.org/virginia/alexandria/467-Clermont-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/467-Clermont-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/467-Clermont-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/467-Clermont-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,545.0,6.0,22310
19,7708,Clifford S. Hardison Governor's Health Sciences Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 329-7727,,,510126003012,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral,,,,22307
20,2561,Commonwealth Academy,private,3-12,alexandria,VA,,,,"1321 Leslie Avenue, Alexandria VA 22301, 
alexandria, VA  22301",(703) 548-6912,(703) 548-6914,www.CA-Empowers.org,A0303208,38.818855,-77.05281,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral,5.0,170.0,,22301
21,83,Cora Kelly Magnet Elementary,public,PK-5,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"3600 Commonwealth Avenue, 
Alexandria, VA  22305",(703) 706-4420,(703) 706-4425,http://www.acps.k12.va.us/kelly/,510012001826,38.837418,-77.057556,https://www.greatschools.org/virginia/alexandria/83-Cora-Kelly-Magnet-Elementary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/83-Cora-Kelly-Magnet-Elementary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/83-Cora-Kelly-Magnet-Elementary/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/83-Cora-Kelly-Magnet-Elementary/?utm_source=GSAPI&utm_medium=referral,3.0,358.0,3.0,22305
22,68,Douglas Macarthur Elementary School,public,PK-5,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"1101 Janneys Lane, 
Alexandria, VA  22302",(703) 461-4190,(703) 370-2719,www.acps.k12.va.us/macarthur/,510012000039,38.81519,-77.082436,https://www.greatschools.org/virginia/alexandria/68-Douglas-Macarthur-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/68-Douglas-Macarthur-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/68-Douglas-Macarthur-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/68-Douglas-Macarthur-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,713.0,3.0,22302
23,5255,Edison High School Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"5801 Franconia Road, 
Alexandria, VA  22310",(703) 924-8000,,,510126002951,38.782112,-77.13396,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,,,,22310
24,1982,Engleside Christian School,private,PK-6,Alexandria,VA,,,,"8428 Highland Ln, 
Alexandria, VA  22309",(703) 780-4332,(703) 780-3947,http://www.ebcecs.com,01432845,38.728214,-77.120834,https://www.greatschools.org/virginia/alexandria/1982-Engleside-Christian-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1982-Engleside-Christian-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1982-Engleside-Christian-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1982-Engleside-Christian-School/?utm_source=GSAPI&utm_medium=referral,4.0,52.0,,22309
25,70,George Mason Elementary School,public,PK-5,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"2601 Cameron Mills Road, 
Alexandria, VA  22302",(703) 706-4470,(703) 683-9011,acps.k12.va.us/mason,510012000041,38.828445,-77.07308,https://www.greatschools.org/virginia/alexandria/70-George-Mason-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/70-George-Mason-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/70-George-Mason-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/70-George-Mason-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,560.0,4.0,22302
26,1970,Grace Episcopal School,private,PK-5,Alexandria,VA,,,,"3601 Russell Rd, 
Alexandria, VA  22305",(703) 549-5067,(703) 549-9545,http://www.graceschoolalex.org,01432506,38.837425,-77.0648,https://www.greatschools.org/virginia/alexandria/1970-Grace-Episcopal-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1970-Grace-Episcopal-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1970-Grace-Episcopal-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1970-Grace-Episcopal-School/?utm_source=GSAPI&utm_medium=referral,4.0,108.0,,22305
27,501,Groveton Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6900 Harrison Lane, 
Alexandria, VA  22306",(703) 718-8000,,http://www.fcps.edu/GrovetonES/,510126000488,38.76886,-77.095,https://www.greatschools.org/virginia/alexandria/501-Groveton-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/501-Groveton-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/501-Groveton-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/501-Groveton-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,801.0,3.0,22306
28,505,Hayfield Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"7633 Telegraph Road, 
Alexandria, VA  22315",(703) 924-4500,,http://www.fcps.edu/HayfieldES/,510126000492,38.748833,-77.14069,https://www.greatschools.org/virginia/alexandria/505-Hayfield-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/505-Hayfield-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/505-Hayfield-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/505-Hayfield-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,726.0,5.0,22315
29,512,Hollin Meadows Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"2310 Nordok Place, 
Alexandria, VA  22306",(703) 718-8300,(703) 718-8397,http://www.fcps.edu/HollinMeadowsES/,510126000499,38.75018,-77.071785,https://www.greatschools.org/virginia/alexandria/512-Hollin-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/512-Hollin-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/512-Hollin-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/512-Hollin-Meadows-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,651.0,3.0,22306
30,516,Hybla Valley Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"3415 Lockheed Boulevard, 
Alexandria, VA  22306",(703) 718-7000,,,510126000503,38.758614,-77.089806,https://www.greatschools.org/virginia/alexandria/516-Hybla-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/516-Hybla-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/516-Hybla-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/516-Hybla-Valley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,3.0,977.0,3.0,22306
31,2260,Immanuel Lutheran School,private,PK-8,Alexandria,VA,,,,"1801 Russell Road Road, 
Alexandria, VA  22301",(703) 549-0155,,http://www.ilsalexandria.org,A9301005,38.818947,-77.059326,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,4.0,190.0,,22301
32,2218,Islamic Saudi Academy,private,K-12,Alexandria,VA,,,,"8333 Richmond Highway, 
Alexandria, VA  22309",(703) 780-0606,,http://www.saudiacademy.net/,A9106646,38.730618,-77.10161,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,4.0,614.0,,22309
33,3012,Island Creek Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"7855 Morning View Lane, 
Alexandria, VA  22315",(571) 642-6300,,,510126002334,38.745617,-77.1682,https://www.greatschools.org/virginia/alexandria/3012-Island-Creek-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3012-Island-Creek-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3012-Island-Creek-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3012-Island-Creek-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,804.0,6.0,22315
34,72,James K Polk Elementary School,public,PK-5,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"5000 Polk Avenue, 
Alexandria, VA  22304",(703) 461-4180,(703) 751-8614,http://www.acps.k12.va.us/profiles/polk.php,510012000043,38.82152,-77.116066,https://www.greatschools.org/virginia/alexandria/72-James-K-Polk-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/72-James-K-Polk-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/72-James-K-Polk-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/72-James-K-Polk-Elementary-School/?utm_source=GSAPI&utm_medium=referral,4.0,743.0,4.0,22304
35,73,Jefferson-Houston PreK-8 School,public,PK-8,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"1501 Cameron Street, 
Alexandria, VA  22314",(703) 706-4400,(703) 836-7923,http://www.acps.k12.va.us/houston/,510012000044,38.808487,-77.05533,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral,3.0,591.0,3.0,22314
36,74,John Adams Elementary School,public,PK-5,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"5651 Rayburn Avenue, 
Alexandria, VA  22311",(703) 824-6970,(703) 379-4853,http://www.acps.k12.va.us/adams/,510012000045,38.833614,-77.1257,https://www.greatschools.org/virginia/alexandria/74-John-Adams-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/74-John-Adams-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/74-John-Adams-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/74-John-Adams-Elementary-School/?utm_source=GSAPI&utm_medium=referral,3.0,1019.0,3.0,22311
37,603,Lane Elementary School,public,PK-6,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"7137 Beulah Street, 
Alexandria, VA  22315",(703) 924-7700,,http://www.fcps.edu/LaneES/,510126001091,38.760525,-77.15689,https://www.greatschools.org/virginia/alexandria/603-Lane-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/603-Lane-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/603-Lane-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/603-Lane-Elementary-School/?utm_source=GSAPI&utm_medium=referral,5.0,840.0,6.0,22315
