,gsId,name,type,gradeRange,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,enrollment,gsRating,Zip Code
10,5255,Edison High School Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"5801 Franconia Road, 
Alexandria, VA  22310",(703) 924-8000,,,510126002951,38.782112,-77.13396,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,,,,22310
11,1999,Episcopal High School,private,9-12,Alexandria,VA,,,,"1200 North Quaker Lane, 
Alexandria, VA  22302",(703) 933-3000,(703) 933-3016,,01433226,38.82565,-77.09593,https://www.greatschools.org/virginia/alexandria/1999-Episcopal-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1999-Episcopal-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1999-Episcopal-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1999-Episcopal-High-School/?utm_source=GSAPI&utm_medium=referral,4.0,438.0,,22302
12,7673,Fusion Academy Alexandria,private,6-12,Alexandria,VA,,,,"333 John Carlyle Street, Suite 100, 
Alexandria, VA  22314",(703) 535-3130,,https://www.fusionacademy.com/fusion-campus-location/alexandria/welcome/,,38.80386,-77.06231,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral,,55.0,,22314
13,506,Hayfield Secondary,public,7-12,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"7630 Telegraph Road, 
Alexandria, VA  22315",(703) 924-7400,,http://www.fcps.edu/HayfieldSS/,510126000493,38.750168,-77.144264,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral,3.0,2915.0,5.0,22315
14,2218,Islamic Saudi Academy,private,K-12,Alexandria,VA,,,,"8333 Richmond Highway, 
Alexandria, VA  22309",(703) 780-0606,,http://www.saudiacademy.net/,A9106646,38.730618,-77.10161,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,4.0,614.0,,22309
15,2001,Leary School of Virginia,private,"4, 6-12",Alexandria,VA,,,,"6349 Lincolnia Rd, 
Alexandria, VA  22312",(703) 941-8150,,,01433248,38.827858,-77.1485,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral,,,,22312
16,5762,Metropolitan School of the Arts,private,7-12,Alexandria,VA,,,,"5775 Barclay Drive, 
Alexandria, VA  22315",(703) 339-0444,(703) 373-2700,www.metropolitanarts.org,,38.768177,-77.13346,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,,36.0,,22315
17,548,Mount Vernon High School,public,9-12,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"8515 Old Mount Vernon Road, 
Alexandria, VA  22309",(703) 619-3100,,,510126000542,38.726944,-77.092316,https://www.greatschools.org/virginia/alexandria/548-Mount-Vernon-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/548-Mount-Vernon-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/548-Mount-Vernon-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/548-Mount-Vernon-High-School/?utm_source=GSAPI&utm_medium=referral,3.0,2017.0,1.0,22309
18,3070,Pulley Vocational Center,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 718-2700,,,510126002033,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral,,,,22307
19,3058,Quander Road School,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6400 Quander Road, 
Alexandria, VA  22307",(703) 718-2400,,,510126000558,38.778667,-77.07166,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral,,,,22307
20,2997,St. Coletta of Greater Washington,private,n/a,Alexandria,VA,,,,"207 S Peyton Street, 
Alexandria, VA  22314",(703) 683-3686,,,01432073,38.804585,-77.05719,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral,,,,22314
21,2089,St. Stephen's & St. Agnes School,private,PK-12,Alexandria,VA,,,,"1000 Saint Stephens Road, 
Alexandria, VA  22304",(703) 212-2730,(703) 751-7142,,01435336,38.817944,-77.10117,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral,4.0,1141.0,,22304
22,5012,T. C. Williams High School Minnie Howard Campus,public,9,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"3801 W. Braddock Rd., 
Alexandria, VA  22304",(703) 824-6750,(703) 824-6781,http://www.acps.k12.va.us/tcw/,,38.82775,-77.09532,https://www.greatschools.org/virginia/alexandria/5012-T.-C.-Williams-High-School-Minnie-Howard-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5012-T.-C.-Williams-High-School-Minnie-Howard-Campus/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5012-T.-C.-Williams-High-School-Minnie-Howard-Campus/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5012-T.-C.-Williams-High-School-Minnie-Howard-Campus/?utm_source=GSAPI&utm_medium=referral,3.0,,,22304
23,80,T.C. Williams High School,public,9-12,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"3330 King Street, 
Alexandria, VA  22302",(703) 824-6800,(703) 824-6826,http://www.acps.k12.va.us/tcw/,510012000054,38.82365,-77.08522,https://www.greatschools.org/virginia/alexandria/80-T.C.-Williams-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/80-T.C.-Williams-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/80-T.C.-Williams-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/80-T.C.-Williams-High-School/?utm_source=GSAPI&utm_medium=referral,5.0,3631.0,2.0,22302
24,3303,The Howard Gardner School,private,6-12,Alexandria,VA,,,,"4913 Franconia Road, 
Alexandria, VA  22310",(703) 822-9300,,http://www.thehowardgardnerschool.org/,A0903718,38.786926,-77.11889,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral,5.0,44.0,,22310
25,628,Thomas Jefferson High for Science and Technology,public,9-12,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6560 Braddock Road, 
Alexandria, VA  22312",(703) 750-8300,(703) 750-5010,,510126002034,38.818085,-77.16832,https://www.greatschools.org/virginia/alexandria/628-Thomas-Jefferson-High-For-Science-And-Technology/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/628-Thomas-Jefferson-High-For-Science-And-Technology/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/628-Thomas-Jefferson-High-For-Science-And-Technology/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/628-Thomas-Jefferson-High-For-Science-And-Technology/?utm_source=GSAPI&utm_medium=referral,4.0,1823.0,10.0,22312
26,502,West Potomac High School,public,9-12,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 718-2500,,,510126000489,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/502-West-Potomac-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/502-West-Potomac-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/502-West-Potomac-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/502-West-Potomac-High-School/?utm_source=GSAPI&utm_medium=referral,4.0,2498.0,3.0,22307
27,5417,West Potomac High School Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 718-2500,,,510126002945,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,,2498.0,,22307
