,gsId,name,type,gradeRange,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,enrollment,gsRating,Zip Code
10,7708,Clifford S. Hardison Governor's Health Sciences Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 329-7727,,,510126003012,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/7708-Clifford-S.-Hardison-Governor's-Health-Sciences-Academy/?utm_source=GSAPI&utm_medium=referral,,,,22307
11,2561,Commonwealth Academy,private,3-12,alexandria,VA,,,,"1321 Leslie Avenue, Alexandria VA 22301, 
alexandria, VA  22301",(703) 548-6912,(703) 548-6914,www.CA-Empowers.org,A0303208,38.818855,-77.05281,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2561-Commonwealth-Academy/?utm_source=GSAPI&utm_medium=referral,5.0,170.0,,22301
12,5255,Edison High School Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"5801 Franconia Road, 
Alexandria, VA  22310",(703) 924-8000,,,510126002951,38.782112,-77.13396,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5255-Edison-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,,,,22310
13,69,Francis C Hammond Middle,public,6-8,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"4646 Seminary Road, 
Alexandria, VA  22304",(703) 461-4100,(703) 461-4111,http://www.acps.k12.va.us/fch/,510012003016,38.825943,-77.11103,https://www.greatschools.org/virginia/alexandria/69-Francis-C-Hammond-Middle/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/69-Francis-C-Hammond-Middle/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/69-Francis-C-Hammond-Middle/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/69-Francis-C-Hammond-Middle/?utm_source=GSAPI&utm_medium=referral,3.0,1440.0,2.0,22304
14,7673,Fusion Academy Alexandria,private,6-12,Alexandria,VA,,,,"333 John Carlyle Street, Suite 100, 
Alexandria, VA  22314",(703) 535-3130,,https://www.fusionacademy.com/fusion-campus-location/alexandria/welcome/,,38.80386,-77.06231,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/7673-Fusion-Academy-Alexandria/?utm_source=GSAPI&utm_medium=referral,,55.0,,22314
15,71,George Washington Middle School,public,6-8,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"1005 Mount Vernon Avenue, 
Alexandria, VA  22301",(703) 706-4500,(703) 706-4507,http://www.acps.k12.va.us/washington/,510012002999,38.81586,-77.05546,https://www.greatschools.org/virginia/alexandria/71-George-Washington-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/71-George-Washington-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/71-George-Washington-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/71-George-Washington-Middle-School/?utm_source=GSAPI&utm_medium=referral,4.0,1294.0,2.0,22301
16,494,Glasgow Middle School,public,6-8,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"4101 Fairfax Parkway, 
Alexandria, VA  22312",(703) 813-8700,,www.fcps.edu/GlasgowMS,510126000481,38.838238,-77.14076,https://www.greatschools.org/virginia/alexandria/494-Glasgow-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/494-Glasgow-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/494-Glasgow-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/494-Glasgow-Middle-School/?utm_source=GSAPI&utm_medium=referral,4.0,1813.0,4.0,22312
17,506,Hayfield Secondary,public,7-12,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"7630 Telegraph Road, 
Alexandria, VA  22315",(703) 924-7400,,http://www.fcps.edu/HayfieldSS/,510126000493,38.750168,-77.144264,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/506-Hayfield-Secondary/?utm_source=GSAPI&utm_medium=referral,3.0,2915.0,5.0,22315
18,513,Holmes Middle School,public,6-8,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6525 Montrose Street, 
Alexandria, VA  22312",(703) 658-5900,,http://www.fcps.edu/HolmesMS/,510126000500,38.815468,-77.162674,https://www.greatschools.org/virginia/alexandria/513-Holmes-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/513-Holmes-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/513-Holmes-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/513-Holmes-Middle-School/?utm_source=GSAPI&utm_medium=referral,4.0,969.0,4.0,22312
19,2260,Immanuel Lutheran School,private,PK-8,Alexandria,VA,,,,"1801 Russell Road Road, 
Alexandria, VA  22301",(703) 549-0155,,http://www.ilsalexandria.org,A9301005,38.818947,-77.059326,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2260-Immanuel-Lutheran-School/?utm_source=GSAPI&utm_medium=referral,4.0,190.0,,22301
20,2218,Islamic Saudi Academy,private,K-12,Alexandria,VA,,,,"8333 Richmond Highway, 
Alexandria, VA  22309",(703) 780-0606,,http://www.saudiacademy.net/,A9106646,38.730618,-77.10161,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2218-Islamic-Saudi-Academy/?utm_source=GSAPI&utm_medium=referral,4.0,614.0,,22309
21,73,Jefferson-Houston PreK-8 School,public,PK-8,Alexandria,VA,30.0,Alexandria City Public Schools,5100120.0,"1501 Cameron Street, 
Alexandria, VA  22314",(703) 706-4400,(703) 836-7923,http://www.acps.k12.va.us/houston/,510012000044,38.808487,-77.05533,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/73-Jefferson-Houston-PreK-8-School/?utm_source=GSAPI&utm_medium=referral,3.0,591.0,3.0,22314
22,2001,Leary School of Virginia,private,"4, 6-12",Alexandria,VA,,,,"6349 Lincolnia Rd, 
Alexandria, VA  22312",(703) 941-8150,,,01433248,38.827858,-77.1485,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2001-Leary-School-Of-Virginia/?utm_source=GSAPI&utm_medium=referral,,,,22312
23,5762,Metropolitan School of the Arts,private,7-12,Alexandria,VA,,,,"5775 Barclay Drive, 
Alexandria, VA  22315",(703) 339-0444,(703) 373-2700,www.metropolitanarts.org,,38.768177,-77.13346,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5762-Metropolitan-School-Of-The-Arts/?utm_source=GSAPI&utm_medium=referral,,36.0,,22315
24,3070,Pulley Vocational Center,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 718-2700,,,510126002033,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3070-Pulley-Vocational-Center/?utm_source=GSAPI&utm_medium=referral,,,,22307
25,3058,Quander Road School,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6400 Quander Road, 
Alexandria, VA  22307",(703) 718-2400,,,510126000558,38.778667,-77.07166,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3058-Quander-Road-School/?utm_source=GSAPI&utm_medium=referral,,,,22307
26,1966,Queen Of Apostles Catholic School,private,K-8,Alexandria,VA,,,,"4409 Sano Street, 
Alexandria, VA  22312",(703) 354-0714,(703) 354-4820,,01432357,38.82861,-77.144196,https://www.greatschools.org/virginia/alexandria/1966-Queen-Of-Apostles-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1966-Queen-Of-Apostles-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1966-Queen-Of-Apostles-Catholic-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1966-Queen-Of-Apostles-Catholic-School/?utm_source=GSAPI&utm_medium=referral,4.0,185.0,,22312
27,487,Sandburg Middle School,public,7-8,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"8428 Fort Hunt Road, 
Alexandria, VA  22308",(703) 799-6100,,,510126000474,38.72849,-77.06189,https://www.greatschools.org/virginia/alexandria/487-Sandburg-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/487-Sandburg-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/487-Sandburg-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/487-Sandburg-Middle-School/?utm_source=GSAPI&utm_medium=referral,3.0,1437.0,4.0,22308
28,1953,St Louis Catholic School,private,K-8,Alexandria,VA,,,,"2901 Popkins Lane, 
Alexandria, VA  22306",(703) 768-7732,,www.stlouisschool.org,01432197,38.76423,-77.08245,https://www.greatschools.org/virginia/alexandria/1953-St-Louis-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1953-St-Louis-Catholic-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1953-St-Louis-Catholic-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1953-St-Louis-Catholic-School/?utm_source=GSAPI&utm_medium=referral,4.0,511.0,,22306
29,1960,St Rita School,private,PK-8,Alexandria,VA,,,,"3801 Russell Road, 
Alexandria, VA  22305",(703) 548-1888,,,01432288,38.838863,-77.0636,https://www.greatschools.org/virginia/alexandria/1960-St-Rita-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1960-St-Rita-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1960-St-Rita-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1960-St-Rita-School/?utm_source=GSAPI&utm_medium=referral,5.0,233.0,,22305
30,2997,St. Coletta of Greater Washington,private,n/a,Alexandria,VA,,,,"207 S Peyton Street, 
Alexandria, VA  22314",(703) 683-3686,,,01432073,38.804585,-77.05719,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2997-St.-Coletta-Of-Greater-Washington/?utm_source=GSAPI&utm_medium=referral,,,,22314
31,1965,St. Mary's Elementary School,private,PK-8,Alexandria,VA,,,,"400 Green Street, 
Alexandria, VA  22314",(703) 549-1646,(703) 519-0840,http://www.stmarys-alexva.org,01432335,38.79501,-77.04709,https://www.greatschools.org/virginia/alexandria/1965-St.-Mary's-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1965-St.-Mary's-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/1965-St.-Mary's-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/1965-St.-Mary's-Elementary-School/?utm_source=GSAPI&utm_medium=referral,3.0,696.0,,22314
32,2089,St. Stephen's & St. Agnes School,private,PK-12,Alexandria,VA,,,,"1000 Saint Stephens Road, 
Alexandria, VA  22304",(703) 212-2730,(703) 751-7142,,01435336,38.817944,-77.10117,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/2089-St.-Stephen's-&-St.-Agnes-School/?utm_source=GSAPI&utm_medium=referral,4.0,1141.0,,22304
33,3303,The Howard Gardner School,private,6-12,Alexandria,VA,,,,"4913 Franconia Road, 
Alexandria, VA  22310",(703) 822-9300,,http://www.thehowardgardnerschool.org/,A0903718,38.786926,-77.11889,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/3303-The-Howard-Gardner-School/?utm_source=GSAPI&utm_medium=referral,5.0,44.0,,22310
34,579,Twain Middle School,public,7-8,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"4700 Franconia Road, 
Alexandria, VA  22310",(703) 313-3700,,,510126000576,38.790684,-77.11394,https://www.greatschools.org/virginia/alexandria/579-Twain-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/579-Twain-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/579-Twain-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/579-Twain-Middle-School/?utm_source=GSAPI&utm_medium=referral,4.0,978.0,6.0,22310
35,5104,Washington Islamic Academy,private,PK-8,Alexandria,VA,,,,"6408 Edsall Road, 
Alexandria, VA  22312",(703) 941-6977,,http://wiacademy.org/,A0702386,38.804844,-77.15736,https://www.greatschools.org/virginia/alexandria/5104-Washington-Islamic-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5104-Washington-Islamic-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5104-Washington-Islamic-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5104-Washington-Islamic-Academy/?utm_source=GSAPI&utm_medium=referral,5.0,214.0,,22312
36,5417,West Potomac High School Academy,public,n/a,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"6500 Quander Road, 
Alexandria, VA  22307",(703) 718-2500,,,510126002945,38.77438,-77.07182,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/5417-West-Potomac-High-School-Academy/?utm_source=GSAPI&utm_medium=referral,,2498.0,,22307
37,488,Whitman Middle School,public,7-8,Alexandria,VA,68.0,Fairfax County Public Schools,5101260.0,"2500 Parkers Lane, 
Alexandria, VA  22306",(703) 660-2400,,,510126000475,38.741505,-77.07419,https://www.greatschools.org/virginia/alexandria/488-Whitman-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/488-Whitman-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/virginia/alexandria/488-Whitman-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,https://www.greatschools.org/virginia/alexandria/488-Whitman-Middle-School/?utm_source=GSAPI&utm_medium=referral,3.0,986.0,4.0,22306
